DEPTH,BS,CALI,DENS,DTC,GR,NEUT,NEUT_CORR,PEF,RESD,RESM,RESS,SP,TEMP,TENS
23.9268,,,,,,,,,,,,,17.8824,
24.0792,,,,,,,,,,,,,17.888,
24.2316,,,,,,,,,,,,,17.8937,
24.384,,,,,,,,,,,,,17.8993,
24.5364,,,,,,,,,,,,,17.9049,
24.6888,,,,,,,,,,,,,17.9105,
24.8412,,,,,,,,,,,,,17.9161,
24.9936,,,,,,,,,,,,,17.9218,
25.146,,,,,,,,,,,,,17.9274,
25.2984,,,,,,,,,,,,,17.933,
25.4508,,,,,,,,,,,,,17.9386,
25.6032,,,,,,,,,,,,,17.9442,
25.7556,,,,,,,,,,,,,17.9499,
25.908,,,,,,,,,,,,,17.9555,
26.0604,,,,,,,,,,,,,17.9611,
26.2128,,,,,,,,,,,,,17.9667,
26.3652,,,,,,,,,,,,,17.9723,
26.5176,,,,,,,,,,,,,17.978,
26.67,,,,,,,,,,,,,17.9836,
26.8224,,,,,,,,,,,,,17.9892,
26.9748,,,,,,,,,,,,,17.9948,
27.1272,,,,,,,,,,,,,18.0005,
27.2796,,,,,,,,,,,,,18.0061,
27.432,,,,,,,,,,,,,18.0117,
27.5844,,,,,,,,,,,,,18.0173,
27.7368,,,,,,,,,,,,,18.0229,
27.8892,,,,,,,,,,,,,18.0286,
28.0416,,,,,,,,,,,,,18.0342,
28.194,,,,,,,,,,,,,18.0398,
28.3464,,,,,,,,,,,,,18.0454,
28.4988,,,,,,,,,,,,,18.051,
28.6512,,,,,,,,,,,,,18.0567,
28.8036,,,,,,,,,,,,,18.0623,
28.956,,,,,,,,,,,,,18.0679,
29.1084,,,,,,,,,,,,,18.0735,
29.2608,,,,,,,,,,,,,18.0791,
29.4132,,,,,,,,,,,,,18.0848,
29.5656,,,,,,,,,,,,,18.0904,
29.718,,,,,,,,,,,,,18.096,
29.8704,,,,,,,,,,,,,18.1016,
30.0228,,,,,,,,,,,,,18.1072,
30.1752,,,,,,,,,,,,,18.1129,
30.3276,,,,,,,,,,,,,18.1185,
30.48,,,,,,,,,,,,,18.1241,
30.6324,,,,,,,,,,,,,18.1297,
30.7848,,,,,,,,,,,,,18.1353,
30.9372,,,,,,,,,,,,,18.141,
31.0896,,,,,,,,,,,,,18.1466,
31.242,,,,,,,,,,,,,18.1522,
31.3944,,,,,,,,,,,,,18.1578,
31.5468,,,,,,,,,,,,,18.1635,
31.6992,,,,,,,,,,,,,18.1691,
31.8516,,,,,,,,,,,,,18.1747,
32.004,,,,,,,,,,,,,18.1803,
32.1564,,,,,,,,,,,,,18.1859,
32.3088,,,,,,,,,,,,,18.1915,
32.4612,,,,,,,,,,,,,18.1972,
32.6136,,,,,,,,,,,,,18.2028,
32.766,,,,,,,,,,,,,18.2084,
32.9184,,,,,,,,,,,,,18.214,
33.0708,,,,,,,,,,,,,18.2197,
33.2232,,,,,,,,,,,,,18.2253,
33.3756,,,,,,,,,,,,,18.2309,
33.528,,,,,,,,,,,,,18.2365,
33.6804,,,,,,,,,,,,,18.2421,
33.8328,,,,,,,,,,,,,18.2477,
33.9852,,,,,,,,,,,,,18.2534,
34.1376,,,,,,,,,,,,,18.259,
34.29,,,,,,,,,,,,,18.2646,
34.4424,,,,,,,,,,,,,18.2702,
34.5948,,,,,,,,,,,,,18.2759,
34.7472,,,,,,,,,,,,,18.2815,
34.8996,,,,,,,,,,,,,18.2871,
35.052,,,,,,,,,,,,,18.2927,
35.2044,,,,,,,,,,,,,18.2983,
35.3568,,,,,,,,,,,,,18.304,
35.5092,,,,,,,,,,,,,18.3096,
35.6616,,,,,,,,,,,,,18.3152,
35.814,,,,,,,,,,,,,18.3208,
35.9664,,,,,,,,,,,,,18.3264,
36.1188,,,,,,,,,,,,,18.3321,
36.2712,,,,,,,,,,,,,18.3377,
36.4236,,,,,,,,,,,,,18.3433,
36.576,,,,,,,,,,,,,18.3489,
36.7284,,,,,,,,,,,,,18.3545,
36.8808,,,,,,,,,,,,,18.3602,
37.0332,,,,,,,,,,,,,18.3658,
37.1856,,,,,,,,,,,,,18.3714,
37.338,,,,,,,,,,,,,18.377,
37.4904,,,,,,,,,,,,,18.3827,
37.6428,,,,,,,,,,,,,18.3883,
37.7952,,,,,,,,,,,,,18.3939,
37.9476,,,,,,,,,,,,,18.3995,
38.1,,,,,,,,,,,,,18.4051,
38.2524,,,,,,,,,,,,,18.4107,
38.4048,,,,,,,,,,,,,18.4164,
38.5572,,,,,,,,,,,,,18.422,
38.7096,,,,,,,,,,,,,18.4276,
38.862,,,,,,,,,,,,,18.4332,
39.0144,,,,,,,,,,,,,18.4389,
39.1668,,,,,,,,,,,,,18.4445,
39.3192,,,,,,,,,,,,,18.4501,
39.4716,,,,,,,,,,,,,18.4557,
39.624,,,,,,,,,,,,,18.4613,
39.7764,,,,,,,,,,,,,18.4669,
39.9288,,,,,,,,,,,,,18.4726,
40.0812,,,,,,,,,,,,,18.4782,
40.2336,,,,,,,,,,,,,18.4838,
40.386,,,,,,,,,,,,,18.4894,
40.5384,,,,,,,,,,,,,18.4951,
40.6908,,,,,,,,,,,,,18.5007,
40.8432,,,,,,,,,,,,,18.5063,
40.9956,,,,,,,,,,,,,18.5119,
41.148,,,,,,,,,,,,,18.5175,
41.3004,,,,,,,,,,,,,18.5232,
41.4528,,,,,,,,,,,,,18.5288,
41.6052,,,,,,,,,,,,,18.5344,
41.7576,,,,,,,,,,,,,18.54,
41.91,,,,,,,,,,,,,18.5456,
42.0624,,,,,,,,,,,,,18.5513,
42.2148,,,,,,,,,,,,,18.5569,
42.3672,,,,,,,,,,,,,18.5625,
42.5196,,,,,,,,,,,,,18.5681,
42.672,,,,,,,,,,,,,18.5737,
42.8244,,,,,,,,,,,,,18.5794,
42.9768,,,,,,,,,,,,,18.585,
43.1292,,,,,,,,,,,,,18.5906,
43.2816,,,,,,,,,,,,,18.5962,
43.434,,,,,,,,,,,,,18.6018,
43.5864,,,,,,,,,,,,,18.6075,
43.7388,,,,,,,,,,,,,18.6131,
43.8912,,,,,,,,,,,,,18.6187,
44.0436,,,,,,,,,,,,,18.6243,
44.196,,,,,,,,,,,,,18.6299,
44.3484,,,,,,,,,,,,,18.6356,
44.5008,,,,,,,,,,,,,18.6412,
44.6532,,,,,,,,,,,,,18.6468,
44.8056,,,,,,,,,,,,,18.6524,
44.958,,,,,,,,,,,,,18.6581,
45.1104,,,,,,,,,,,,,18.6637,
45.2628,,,,,,,,,,,,,18.6693,
45.4152,,,,,,,,,,,,,18.6749,
45.5676,,,,,,,,,,,,,18.6805,
45.72,,,,,,,,,,,,,18.6861,
45.8724,,,,,,,,,,,,,18.6918,
46.0248,,,,,,,,,,,,,18.6974,
46.1772,,,,,,,,,,,,,18.703,
46.3296,,,,,,,,,,,,,18.7086,
46.482,,,,,,,,,,,,,18.7143,
46.6344,,,,,,,,,,,,,18.7199,
46.7868,,,,,,,,,,,,,18.7255,
46.9392,,,,,,,,,,,,,18.7311,
47.0916,,,,,,,,,,,,,18.7367,
47.244,,,,,,,,,,,,,18.7424,
47.3964,,,,,,,,,,,,,18.748,
47.5488,,,,,,,,,,,,,18.7536,
47.7012,,,,,,,,,,,,,18.7592,
47.8536,,,,,,,,,,,,,18.7648,
48.006,,,,,,,,,,,,,18.7705,
48.1584,,,,,,,,,,,,,18.7761,
48.3108,,,,,,,,,,,,,18.7817,
48.4632,,,,,,,,,,,,,18.7873,
48.6156,,,,,,,,,,,,,18.7929,
48.768,,,,,,,,,,,,,18.7986,
48.9204,,,,,,,,,,,,,18.8042,
49.0728,,,,,,,,,,,,,18.8098,
49.2252,,,,,,,,,,,,,18.8154,
49.3776,,,,,,,,,,,,,18.821,
49.53,,,,,,,,,,,,,18.8267,
49.6824,,,,,,,,,,,,,18.8323,
49.8348,,,,,,,,,,,,,18.8379,
49.9872,,,,,,,,,,,,,18.8435,
50.1396,,,,,,,,,,,,,18.8491,
50.292,,,,,,,,,,,,,18.8548,
50.4444,,,,,,,,,,,,,18.8604,
50.5968,,,,,,,,,,,,,18.866,
50.7492,,,,,,,,,,,,,18.8716,
50.9016,,,,,,,,,,,,,18.8773,
51.054,,,,,,,,,,,,,18.8829,
51.2064,,,,,,,,,,,,,18.8885,
51.3588,,,,,,,,,,,,,18.8941,
51.5112,,,,,,,,,,,,,18.8997,
51.6636,,,,,,,,,,,,,18.9053,
51.816,,,,,,,,,,,,,18.911,
51.9684,,,,,,,,,,,,,18.9166,
52.1208,,,,,,,,,,,,,18.9222,
52.2732,,,,,,,,,,,,,18.9278,
52.4256,,,,,,,,,,,,,18.9335,
52.578,,,,,,,,,,,,,18.9391,
52.7304,,,,,,,,,,,,,18.9447,
52.8828,,,,,,,,,,,,,18.9503,
53.0352,,,,,,,,,,,,,18.9559,
53.1876,,,,,,,,,,,,,18.9616,
53.34,,,,,,,,,,,,,18.9672,
53.4924,,,,,,,,,,,,,18.9728,
53.6448,,,,,,,,,,,,,18.9784,
53.7972,,,,,,,,,,,,,18.984,
53.9496,,,,,,,,,,,,,18.9897,
54.102,,,,,,,,,,,,,18.9953,
54.2544,,,,,,,,,,,,,19.0009,
54.4068,,,,,,,,,,,,,19.0065,
54.5592,,,,,,,,,,,,,19.0121,
54.7116,,,,,,,,,,,,,19.0178,
54.864,,,,,,,,,,,,,19.0234,
55.0164,,,,,,,,,,,,,19.029,
55.1688,,,,,,,,,,,,,19.0346,
55.3212,,,,,,,,,,,,,19.0402,
55.4736,,,,,,,,,,,,,19.0459,
55.626,,,,,,,,,,,,,19.0515,
55.7784,,,,,,,,,,,,,19.0571,
55.9308,,,,,,,,,,,,,19.0627,
56.0832,,,,,,,,,,,,,19.0683,
56.2356,,,,,,,,,,,,,19.074,
56.388,,,,,,,,,,,,,19.0796,
56.5404,,,,,,,,,,,,,19.0852,
56.6928,,,,,,,,,,,,,19.0908,
56.8452,,,,,,,,,,,,,19.0965,
56.9976,,,,,,,,,,,,,19.1021,
57.15,,,,,,,,,,,,,19.1077,
57.3024,,,,,,,,,,,,,19.1133,
57.4548,,,,,,,,,,,,,19.1189,
57.6072,,,,,,,,,,,,,19.1246,
57.7596,,,,,,,,,,,,,19.1302,
57.912,,,,,,,,,,,,,19.1358,
58.0644,,,,,,,,,,,,,19.1414,
58.2168,,,,,,,,,,,,,19.147,
58.3692,,,,,,,,,,,,,19.1527,
58.5216,,,,,,,,,,,,,19.1583,
58.674,,,,,,,,,,,,,19.1639,
58.8264,,,,,,,,,,,,,19.1695,
58.9788,,,,,,,,,,,,,19.1751,
59.1312,,,,,,,,,,,,,19.1808,
59.2836,,,,,,,,,,,,,19.1864,
59.436,,,,,,,,,,,,,19.192,
59.5884,,,,,,,,,,,,,19.1976,
59.7408,,,,,,,,,,,,,19.2032,
59.8932,,,,,,,,,,,,,19.2089,
60.0456,,,,,,,,,,,,,19.2145,
60.198,,,,,,,,,,,,,19.2201,
60.3504,,,,,,,,,,,,,19.2257,
60.5028,,,,,,,,,,,,,19.2313,
60.6552,,,,,,,,,,,,,19.237,
60.8076,,,,,,,,,,,,,19.2426,
60.96,,,,,,,,,,,,,19.2482,
61.1124,,,,,,,,,,,,,19.2538,
61.2648,,,,,,,,,,,,,19.2595,
61.4172,,,,,,,,,,,,,19.2651,
61.5696,,,,,,,,,,,,,19.2707,
61.722,,,,,,,,,,,,,19.2763,
61.8744,,,,,,,,,,,,,19.2819,
62.0268,,,,,,,,,,,,,19.2875,
62.1792,,,,,,,,,,,,,19.2932,
62.3316,,,,,,,,,,,,,19.2988,
62.484,,,,,,,,,,,,,19.3044,
62.6364,,,,,,,,,,,,,19.31,
62.7888,,,,,,,,,,,,,19.3157,
62.9412,,,,,,,,,,,,,19.3213,
63.0936,,,,,,,,,,,,,19.3269,
63.246,,,,,,,,,,,,,19.3325,
63.3984,,,,,,,,,,,,,19.3381,
63.5508,,,,,,,,,,,,,19.3438,
63.7032,,,,,,,,,,,,,19.3494,
63.8556,,,,,,,,,,,,,19.355,
64.008,,,,,,,,,,,,,19.3606,
64.1604,,,,,,,,,,,,,19.3662,
64.3128,,,,,,,,,,,,,19.3718,
64.4652,,,,,,,,,,,,,19.3775,
64.6176,,,,,,,,,,,,,19.3831,
64.77,,,,,,,,,,,,,19.3887,
64.9224,,,,,,,,,,,,,19.3943,
65.0748,,,,,,,,,,,,,19.4,
65.2272,,,,,,,,,,,,,19.4056,
65.3796,,,,,,,,,,,,,19.4112,
65.532,,,,,,,,,,,,,19.4168,
65.6844,,,,,,,,,,,,,19.4224,
65.8368,,,,,,,,,,,,,19.4281,
65.9892,,,,,,,,,,,,,19.4337,
66.1416,,,,,,,,,,,,,19.4393,
66.294,,,,,,,,,,,,,19.4449,
66.4464,,,,,,,,,,,,,19.4505,
66.5988,,,,,,,,,,,,,19.4562,
66.7512,,,,,,,,,,,,,19.4618,
66.9036,,,,,,,,,,,,,19.4674,
67.056,,,,,,,,,,,,,19.473,
67.2084,,,,,,,,,,,,,19.4786,
67.3608,,,,,,,,,,,,,19.4843,
67.5132,,,,,,,,,,,,,19.4899,
67.6656,,,,,,,,,,,,,19.4955,
67.818,,,,,,,,,,,,,19.5011,
67.9704,,,,,,,,,,,,,19.5068,
68.1228,,,,,,,,,,,,,19.5124,
68.2752,,,,,,,,,,,,,19.518,
68.4276,,,,,,,,,,,,,19.5236,
68.58,,,,,,,,,,,,,19.5292,
68.7324,,,,,,,,,,,,,19.5348,
68.8848,,,,,,,,,,,,,19.5405,
69.0372,,,,,,,,,,,,,19.5461,
69.1896,,,,,,,,,,,,,19.5517,
69.342,,,,,,,,,,,,,19.5573,
69.4944,,,,,,,,,,,,,19.563,
69.6468,,,,,,,,,,,,,19.5686,
69.7992,,,,,,,,,,,,,19.5742,
69.9516,,,,,,,,,,,,,19.5798,
70.104,,,,,,,,,,,,,19.5854,
70.2564,,,,,,,,,,,,,19.5911,
70.4088,,,,,,,,,,,,,19.5967,
70.5612,,,,,,,,,,,,,19.6023,
70.7136,,,,,,,,,,,,,19.6079,
70.866,,,,,,,,,,,,,19.6135,
71.0184,,,,,,,,,,,,,19.6192,
71.1708,,,,,,,,,,,,,19.6248,
71.3232,,,,,,,,,,,,,19.6304,
71.4756,,,,,,,,,,,,,19.636,
71.628,,,,,,,,,,,,,19.6416,
71.7804,,,,,,,,,,,,,19.6473,
71.9328,,,,,,,,,,,,,19.6529,
72.0852,,,,,,,,,,,,,19.6585,
72.2376,,,,,,,,,,,,,19.6641,
72.39,,,,,,,,,,,,,19.6697,
72.5424,,,,,,,,,,,,,19.6754,
72.6948,,,,,,,,,,,,,19.681,
72.8472,,,,,,,,,,,,,19.6866,
72.9996,,,,,,,,,,,,,19.6922,
73.152,,,,,,,,,,,,,19.6978,
73.3044,,,,,,,,,,,,,19.7035,
73.4568,,,,,,,,,,,,,19.7091,
73.6092,,,,,,,,,,,,,19.7147,
73.7616,,,,,,,,,,,,,19.7203,
73.914,,,,,,,,,,,,,19.726,
74.0664,,,,,,,,,,,,,19.7316,
74.2188,,,,,,,,,,,,,19.7372,
74.3712,,,,,,,,,,,,,19.7428,
74.5236,,,,,,,,,,,,,19.7484,
74.676,,,,,,,,,,,,,19.754,
74.8284,,,,,,,,,,,,,19.7597,
74.9808,,,,,,,,,,,,,19.7653,
75.1332,,,,,,,,,,,,,19.7709,
75.2856,,,,,,,,,,,,,19.7765,
75.438,,,,,,,,,,,,,19.7822,
75.5904,,,,,,,,,,,,,19.7878,
75.7428,,,,,,,,,,,,,19.7934,
75.8952,,,,,,,,,,,,,19.799,
76.0476,,,,,,,,,,,,,19.8046,
76.2,,,,,,,,,,,,,19.8103,
76.3524,,,,,,,,,,,,,19.8159,
76.5048,,,,,,,,,,,,,19.8215,
76.6572,,,,,,,,,,,,,19.8271,
76.8096,,,,,,,,,,,,,19.8327,
76.962,,,,,,,,,,,,,19.8384,
77.1144,,,,,,,,,,,,,19.844,
77.2668,,,,,,,,,,,,,19.8496,
77.4192,,,,,,,,,,,,,19.8552,
77.5716,,,,,,,,,,,,,19.8608,
77.724,,,,,,,,,,,,,19.8665,
77.8764,,,,,,,,,,,,,19.8721,
78.0288,,,,,,,,,,,,,19.8777,
78.1812,,,,,,,,,,,,,19.8833,
78.3336,,,,,,,,,,,,,19.889,
78.486,,,,,,,,,,,,,19.8946,
78.6384,,,,,,,,,,,,,19.9002,
78.7908,,,,,,,,,,,,,19.9058,
78.9432,,,,,,,,,,,,,19.9114,
79.0956,,,,,,,,,,,,,19.917,
79.248,,,,,,,,,,,,,19.9227,
79.4004,,,,,,,,,,,,,19.9283,
79.5528,,,,,,,,,,,,,19.9339,
79.7052,,,,,,,,,,,,,19.9395,
79.8576,,,,,,,,,,,,,19.9452,
80.01,,,,,,,,,,,,,19.9508,
80.1624,,,,,,,,,,,,,19.9564,
80.3148,,,,,,,,,,,,,19.962,
80.4672,,,,,,,,,,,,,19.9676,
80.6196,,,,,,,,,,,,,19.9733,
80.772,,,,,,,,,,,,,19.9789,
80.9244,,,,,,,,,,,,,19.9845,
81.0768,,,,,,,,,,,,,19.9901,
81.2292,,,,,,,,,,,,,19.9957,
81.3816,,,,,,,,,,,,,20.0014,
81.534,,,,,,,,,,,,,20.007,
81.6864,,,,,,,,,,,,,20.0126,
81.8388,,,,,,,,,,,,,20.0182,
81.9912,,,,,,,,,,,,,20.0238,
82.1436,,,,,,,,,,,,,20.0295,
82.296,,,,,,,,,,,,,20.0351,
82.4484,,,,,,,,,,,,,20.0407,
82.6008,,,,,,,,,,,,,20.0463,
82.7532,,,,,,,,,,,,,20.0519,
82.9056,,,,,,,,,,,,,20.0576,
83.058,,,,,,,,,,,,,20.0632,
83.2104,,,,,,,,,,,,,20.0688,
83.3628,,,,,,,,,,,,,20.0744,
83.5152,,,,,,,,,,,,,20.08,
83.6676,,,,,,,,,,,,,20.0857,
83.82,,,,,,,,,,,,,20.0913,
83.9724,,,,,,,,,,,,,20.0969,
84.1248,,,,,,,,,,,,,20.1025,
84.2772,,,,,,,,,,,,,20.1082,
84.4296,,,,,,,,,,,,,20.1138,
84.582,,,,,,,,,,,,,20.1194,
84.7344,,,,,,,,,,,,,20.125,
84.8868,,,,,,,,,,,,,20.1306,
85.0392,,,,,,,,,,,,,20.1362,
85.1916,,,,,,,,,,,,,20.1419,
85.344,,,,,,,,,,,,,20.1475,
85.4964,,,,,,,,,,,,,20.1531,
85.6488,,,,,,,,,,,,,20.1587,
85.8012,,,,,,,,,,,,,20.1643,
85.9536,,,,,,,,,,,,,20.17,
86.106,,,,,,,,,,,,,20.1756,
86.2584,,,,,,,,,,,,,20.1812,
86.4108,,,,,,,,,,,,,20.1868,
86.5632,,,,,,,,,,,,,20.1925,
86.7156,,,,,,,,,,,,,20.1981,
86.868,,,,,,,,,,,,,20.2037,
87.0204,,,,,,,,,,,,,20.2093,
87.1728,,,,,,,,,,,,,20.2149,
87.3252,,,,,,,,,,,,,20.2206,
87.4776,,,,,,,,,,,,,20.2262,
87.63,,,,,,,,,,,,,20.2318,
87.7824,,,,,,,,,,,,,20.2374,
87.9348,,,,,,,,,,,,,20.243,
88.0872,,,,,,,,,,,,,20.2486,
88.2396,,,,,,,,,,,,,20.2543,
88.392,,,,,,,,,,,,,20.2599,
88.5444,,,,,,,,,,,,,20.2655,
88.6968,,,,,,,,,,,,,20.2711,
88.8492,,,,,,,,,,,,,20.2768,
89.0016,,,,,,,,,,,,,20.2824,
89.154,,,,,,,,,,,,,20.288,
89.3064,,,,,,,,,,,,,20.2936,
89.4588,,,,,,,,,,,,,20.2992,
89.6112,,,,,,,,,,,,,20.3049,
89.7636,,,,,,,,,,,,,20.3105,
89.916,,,,,,,,,,,,,20.3161,
90.0684,,,,,,,,,,,,,20.3217,
90.2208,,,,,,,,,,,,,20.3274,
90.3732,,,,,,,,,,,,,20.333,
90.5256,,,,,,,,,,,,,20.3386,
90.678,,,,,,,,,,,,,20.3442,
90.8304,,,,,,,,,,,,,20.3498,
90.9828,,,,,,,,,,,,,20.3554,
91.1352,,,,,,,,,,,,,20.3611,
91.2876,,,,,,,,,,,,,20.3667,
91.44,,,,,,,,,,,,,20.3723,
91.5924,,,,,,,,,,,,,20.3779,
91.7448,,,,,,,,,,,,,20.3835,
91.8972,,,,,,,,,,,,,20.3892,
92.0496,,,,,,,,,,,,,20.3948,
92.202,,,,,,,,,,,,,20.4004,
92.3544,,,,,,,,,,,,,20.406,
92.5068,,,,,,,,,,,,,20.4116,
92.6592,,,,,,,,,,,,,20.4173,
92.8116,,,,,,,,,,,,,20.4229,
92.964,,,,,,,,,,,,,20.4285,
