DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,NEUT_CORR,RESD,RESS,SP,TEMP,TENS
112.3188,12.25,,,,,,,,,,,28.851,544.9023
112.4712,12.25,,,,,,,,,,,28.851,544.463
112.6236,12.25,,,,,,,,,,,28.851,544.0565
112.776,12.25,,,,,,,,,,,28.851,543.6576
112.9284,12.25,,,,,,,,,,,28.851,543.2587
113.0808,12.25,,,,,,,,,,,28.851,543.5519
113.2332,12.25,,,,,,,,,,,28.851,544.4584
113.3856,12.25,,,,,,,,,,,28.851,545.3649
113.538,12.25,,,,,,,,,,,28.851,546.5312
113.6904,12.25,,,,,,,,,,,28.851,548.4798
113.8428,12.25,,,,,,,,,,,28.851,550.4283
113.9952,12.25,,,,,,,,,,,28.851,552.3769
114.1476,12.25,,,,,,,,,,,28.851,550.7919
114.3,12.25,,,,,,,,,,,28.851,549.0921
114.4524,12.25,,,,,,,,,,,28.851,547.3922
114.6048,12.25,,,,,,,,,,,28.851,546.9437
114.7572,12.25,,,,,,,,,,,28.851,547.0636
114.9096,12.25,,,,,,,,,,,28.851,547.1835
115.062,12.25,,,,,,,,,,,28.851,547.6428
115.2144,12.25,,,,,,,,,,,28.851,548.597
115.3668,12.25,,,,,,,,,,,28.851,549.5511
115.5192,12.25,,,,,,,,,,,28.851,550.2375
115.6716,12.25,,,,,,,,,,,28.851,549.0663
115.824,12.25,,,,,,,,,,,28.851,547.8952
115.9764,12.25,,,,,,,,,,,28.851,546.724
116.1288,12.25,,,,,,,,,,,28.851,547.2409
116.2812,12.25,,,,,,,,,,,28.851,548.067
116.4336,12.25,,,,,,,,,,,28.851,548.8932
116.586,12.25,,,,,,,,,,,28.851,548.6689
116.7384,12.25,,,,,,,,,,,28.851,547.6337
116.8908,12.25,,,,,,,,,,,28.851,546.5984
117.0432,12.25,,,,,,,,,,,28.851,546.2226
117.1956,12.25,,,,,,,,,,,28.851,547.5139
117.348,12.25,,,,,,,,,,,28.851,548.8051
117.5004,12.25,,,,,,,,,,,28.851,550.0928
117.6528,12.25,,,,,,,,,,,28.851,550.0256
117.8052,12.25,,,,,,,,,,,28.851,549.9583
117.9576,12.25,,,,,,,,,,,28.851,549.8911
118.11,12.25,,,,,,,,,,,28.851,549.9643
118.2624,12.25,,,,,,,,,,,28.851,550.0917
118.4148,12.25,,,,,,,,,,,28.851,550.2192
118.5672,12.25,,,,,,,,,,,28.851,549.9103
118.7196,12.25,,,,,,,,,,,28.851,549.0483
118.872,12.25,,,,,,,,,,,28.851,548.1862
119.0244,12.25,,,,,,,,,,,28.851,547.2983
119.1768,12.25,,,,,,,,,,,28.851,546.275
119.3292,12.25,,,,,,,,,,,28.851,545.2515
119.4816,12.25,,,,,,,,,,,28.851,544.2281
119.634,12.25,,,,,,,,,,,28.851,544.2587
119.7864,12.25,,,,,,,,,,,28.851,544.434
119.9388,12.25,,,,,,,,,,,28.851,544.6094
120.0912,12.25,,,,,,,,,,,28.851,545.6299
120.2436,12.25,,,,,,,,,,,28.851,547.2177
120.396,12.25,,,,,,,,,,,28.851,548.8055
120.5484,12.25,,,,,,,,,,,28.8665,549.8834
120.7008,12.25,,,,,,,,,,,28.9153,549.8655
120.8532,12.25,,,,,,,,,,,28.9641,549.8477
121.0056,12.25,,,,,,,,,,,29.0112,549.7881
121.158,12.25,,,,,,,,,,,29.015,548.6353
121.3104,12.25,,,,,,,,,,,29.0187,547.4825
121.4628,12.25,,,,,,,,,,,29.0224,546.3296
121.6152,12.25,,,,,,,,,,,29.0296,545.1492
121.7676,12.25,,,,,,,,,,,29.0379,543.9598
121.92,12.25,,,,,,,,,,,29.0462,542.7703
122.0724,12.25,,,,,,,,,,,29.0506,542.4338
122.2248,12.25,,,,,,,,,,,29.0506,543.0397
122.3772,12.25,,,,,,,,,,,29.0506,543.6455
122.5296,12.25,,,,,,,,,,,29.0506,544.3174
122.682,12.25,,,,,,,,,,,29.0506,545.2637
122.8344,12.25,,,,,,,,,,,29.0506,546.2099
122.9868,12.25,,,,,,,,,,,29.0506,547.1561
123.1392,12.25,,,,,,,,,,,29.0506,545.1816
123.2916,12.25,,,,,,,,,,,29.0506,542.9301
123.444,12.25,,,,,,,,,,,29.0506,540.6785
123.5964,12.25,,,,,,,,,,,29.0506,543.9083
123.7488,12.25,,,,,,,,,,,29.0506,550.3221
123.9012,12.25,,,,,,,,,,,29.0506,556.736
124.0536,12.25,,,,,,,,,,,29.0506,560.6744
124.206,12.25,,,,,,,,,,,29.0506,560.0497
124.3584,12.25,,,,,,,,,,,29.0506,559.425
124.5108,12.25,,,,,,,,,,,29.0506,558.9127
124.6632,12.25,,,,,,,,,,,29.0506,559.8724
124.8156,12.25,,,,,,,,,,,29.0506,560.832
124.968,12.25,,,,,,,,,,,29.0506,561.7917
125.1204,12.25,,,,,,,,,,,29.0506,561.8643
125.2728,12.25,,,,,,,,,,,29.0506,561.7012
125.4252,12.25,,,,,,,,,,,29.0506,561.538
125.5776,12.25,,,,,,,,,,,29.0506,561.4545
125.73,12.25,,,,,,,,,,,29.0506,561.4478
125.8824,12.25,,,,,,,,,,,29.0506,561.4411
126.0348,12.25,,,,,,,,,,,29.0506,561.5311
126.1872,12.25,,,,,,,,,,,29.0506,561.9482
126.3396,12.25,,,,,,,,,,,29.0506,562.3652
126.492,12.25,,,,,,,,,,,29.0506,562.7822
126.6444,12.25,,,,,,,,,,,29.0506,563.0964
126.7968,12.25,,,,,,,,,,,29.0506,563.405
126.9492,12.25,,,,,,,,,,,29.0506,563.7134
127.1016,12.25,,,,,,,,,,,29.0506,564.1343
127.254,12.25,,,,,,,,,,,29.0506,564.6113
127.4064,12.25,,,,,,,,,,,29.0506,565.0884
127.5588,12.25,,,,,,,,,,,29.0506,565.614
127.7112,12.25,,,,,,,,,,,29.0506,566.2167
127.8636,12.25,,,,,,,,,,,29.0506,566.8195
128.016,12.25,,,,,,,,,,,29.0506,567.5099
128.1684,12.25,,,,,,,,,,,29.0506,568.9467
128.3208,12.25,,,,,,,,,,,29.0506,570.3834
128.4732,12.25,,,,,,,,,,,29.0506,571.8201
128.6256,12.25,,,,,,,,,,,29.0506,570.4531
128.778,12.25,,,,,,,,,,,29.0506,568.4879
128.9304,12.25,,,,,,,,,,,29.0506,566.5226
129.0828,12.25,,,,,,,,,,,29.0506,566.2025
129.2352,12.25,,,,,,,,,,,29.0506,567.2653
129.3876,12.25,,,,,,,,,,,29.0506,568.3281
129.54,12.25,,,,,,,,,,,29.0506,569.1174
129.6924,12.25,,,,,,,,,,,29.0506,569.1384
129.8448,12.25,,,,,,,,,,,29.0506,569.1594
129.9972,12.25,,,,,,,,,,,29.0506,569.1804
130.1496,12.25,,,,,,,,,,,29.0506,569.1078
130.302,12.25,,,,,,,,,,,29.0506,569.0335
130.4544,12.25,,,,,,,,,,,29.0506,568.9592
130.6068,12.25,,,,,,,,,,,29.0506,568.1472
130.7592,12.25,,,,,,,,,,,29.0506,567.0203
130.9116,12.25,,,,,,,,,,,29.0506,565.8934
131.064,12.25,,,,,,,,,,,29.0506,565.4716
131.2164,12.25,,,,,,,,,,,29.0506,566.0239
131.3688,12.25,,,,,,,,,,,29.0506,566.5763
131.5212,12.25,,,,,,,,,,,29.0506,566.9487
131.6736,12.25,,,,,,,,,,,29.0506,566.2079
131.826,12.25,,,,,,,,,,,29.0506,565.4671
131.9784,12.25,,,,,,,,,,,29.0506,564.7263
132.1308,12.25,,,,,,,,,,,29.0506,565.1104
132.2832,12.25,,,,,,,,,,,29.0506,565.6802
132.4356,12.25,,,,,,,,,,,29.0506,566.2501
132.588,12.25,,,,,,,,,,,29.0506,566.1854
132.7404,12.25,,,,,,,,,,,29.0506,565.6564
132.8928,12.25,,,,,,,,,,,29.0506,565.1273
133.0452,12.25,,,,,,,,,,,29.0506,564.8883
133.1976,12.25,,,,,,,,,,,29.0506,565.3372
133.35,12.25,,,,,,,,,,,29.0506,565.7859
133.5024,12.25,,,,,,,,,,,29.0506,566.2366
133.6548,12.25,,,,,,,,,,,29.0506,566.8027
133.8072,12.25,,,,,,,,,,,29.0506,567.3688
133.9596,12.25,,,,,,,,,,,29.0506,567.9349
134.112,12.25,,,,,,,,,,,29.0506,567.8322
134.2644,12.25,,,,,,,,,,,29.0506,567.4881
134.4168,12.25,,,,,,,,,,,29.0506,567.144
134.5692,12.25,,,,,,,,,,,29.0506,567.4034
134.7216,12.25,,,,,,,,,,,29.0506,568.3882
134.874,12.25,,,,,,,,,,,29.0506,569.373
135.0264,12.25,,,,,,,,,,,29.0595,569.9682
135.1788,12.25,,,,,,,,,,,29.1106,568.7037
135.3312,12.25,,,,,,,,,,,29.1618,567.4391
135.4836,12.25,,,,,,,,,,,29.2129,566.1746
135.636,12.25,,,,,,,,,,,29.2271,565.395
135.7884,12.25,,,,,,,,,,,29.2367,564.6739
135.9408,12.25,,,,,,,,,,,29.2464,563.9528
136.0932,12.25,,,,,,,,,,,29.2502,564.1771
136.2456,12.25,,,,,,,,,,,29.2502,565.002
136.398,12.25,,,,,,,,,,,29.2502,565.827
136.5504,12.25,,,,,,,,,,,29.2502,566.421
136.7028,12.25,,,,,,,,,,,29.2502,566.5475
136.8552,12.25,,,,,,,,,,,29.2502,566.6741
137.0076,12.25,,,,,,,,,,,29.2502,566.8117
137.16,12.25,,,,,,,,,,,29.2502,567.1586
137.3124,12.25,,,,,,,,,,,29.2502,567.5056
137.4648,12.25,,,,,,,,,,,29.2502,567.8524
137.6172,12.25,,,,,,,,,,,29.2502,567.3919
137.7696,12.25,,,,,,,,,,,29.2502,566.6888
137.922,12.25,,,,,,,,,,,29.2502,565.9858
138.0744,12.25,,,,,,,,,,,29.2502,564.6447
138.2268,12.25,,,,,,,,,,,29.2502,562.6346
138.3792,12.25,,,,,,,,,,,29.2502,560.6246
138.5316,12.25,,,,,,,,,,,29.2502,558.8282
138.684,12.25,,,,,,,,,,,29.2502,557.8485
138.8364,12.25,,,,,,,,,,,29.2502,556.8688
138.9888,12.25,,,,,,,,,,,29.2502,555.8892
139.1412,12.25,,,,,,,,,,,29.2502,558.2181
139.2936,12.25,,,,,,,,,,,29.2502,560.8096
139.446,12.25,,,,,,,,,,,29.2502,563.401
139.5984,12.25,,,,,,,,,,,29.2502,564.668
139.7508,12.25,,,,,,,,,,,29.2502,565.2081
139.9032,12.25,,,,,,,,,,,29.2502,565.7482
140.0556,12.25,,,,,,,,,,,29.2502,566.3027
140.208,12.25,,,,,,,,,,,29.2502,566.8821
140.3604,12.25,,,,,,,,,,,29.2502,567.4616
140.5128,12.25,,,,,,,,,,,29.2502,568.0018
140.6652,12.25,,,,,,,,,,,29.2502,568.1147
140.8176,12.25,,,,,,,,,,,29.2502,568.2276
140.97,12.25,,,,,,,,,,,29.2502,568.3405
141.1224,12.25,,,,,,,,,,,29.2502,568.2936
141.2748,12.25,,,,,,,,,,,29.2502,568.2075
141.4272,12.25,,,,,,,,,,,29.2502,568.1215
141.5796,12.25,,,,,,,,,,,29.2502,567.2177
141.732,12.25,,,,,,,,,,,29.2502,565.5661
141.8844,12.25,,,,,,,,,,,29.2502,563.9144
142.0368,12.25,,,,,,,,,,,29.2502,562.8829
142.1892,12.25,,,,,,,,,,,29.2502,563.799
142.3416,12.25,,,,,,,,,,,29.2502,564.7151
142.494,12.25,,,,,,,,,,,29.2502,565.6313
142.6464,12.25,,,,,,,,,,,29.2502,567.3802
142.7988,12.25,,,,,,,,,,,29.2502,569.1634
142.9512,12.25,,,,,,,,,,,29.2502,570.9465
143.1036,12.25,,,,,,,,,,,29.2502,571.0054
143.256,12.25,,,,,,,,,,,29.2502,570.2521
143.4084,12.25,,,,,,,,,,,29.2502,569.4988
143.5608,12.25,,,,,,,,,,,29.2502,568.7858
143.7132,12.25,,,,,,,,,,,29.2502,568.1332
143.8656,12.25,,,,,,,,,,,29.2502,567.4806
144.018,12.25,,,,,,,,,,,29.2502,567.0643
144.1704,12.25,,,,,,,,,,,29.2502,568.4121
144.3228,12.25,,,,,,,,,,,29.2502,569.7599
144.4752,12.25,,,,,,,,,,,29.2502,571.1077
144.6276,12.25,,,,,,,,,,,29.2502,569.3671
144.78,12.25,,,,,,,,,,,29.2502,567.0261
144.9324,12.25,,,,,,,,,,,29.2502,564.6852
145.0848,12.25,,,,,,,,,,,29.2502,563.3189
145.2372,12.25,,,,,,,,,,,29.2502,562.7297
145.3896,12.25,,,,,,,,,,,29.2502,562.1404
145.542,12.25,,,,,,,,,,,29.2502,562.8026
145.6944,12.25,,,,,,,,,,,29.2502,566.7541
145.8468,12.25,,,,,,,,,,,29.2502,570.7056
145.9992,12.25,,,,,,,,,,,29.2502,574.6571
146.1516,12.25,,,,,,,,,,,29.2502,574.2838
146.304,12.25,,,,,,,,,,,29.2502,573.8876
146.4564,12.25,,,,,,,,,,,29.2502,573.4915
146.6088,12.25,,,,,,,,,,,29.2502,572.3832
146.7612,12.25,,,,,,,,,,,29.2502,570.9895
146.9136,12.25,,,,,,,,,,,29.2502,569.5958
147.066,12.25,,,,,,,,,,,29.2502,568.9764
147.2184,12.25,,,,,,,,,,,29.2502,569.3705
147.3708,12.25,,,,,,,,,,,29.2502,569.7646
147.5232,12.25,,,,,,,,,,,29.2502,569.9574
147.6756,12.25,,,,,,,,,,,29.2502,569.0289
147.828,12.25,,,,,,,,,,,29.2502,568.1003
147.9804,12.25,,,,,,,,,,,29.2502,567.1718
148.1328,12.25,,,,,,,,,,,29.2502,566.6724
148.2852,12.25,,,,,,,,,,,29.2502,566.2363
148.4376,12.25,,,,,,,,,,,29.2502,565.8003
148.59,12.25,,,,,,,,,,,29.2502,566.0275
148.7424,12.25,,,,,,,,,,,29.2502,566.7145
148.8948,12.25,,,,,,,,,,,29.2502,567.4016
149.0472,12.25,,,,,,,,,,,29.2502,568.1971
149.1996,12.25,,,,,,,,,,,29.2502,569.2343
149.352,12.25,,,,,,,,,,,29.2502,570.2714
149.5044,12.25,,,,,,,,,,,29.2502,571.2498
149.6568,12.25,,,,,,,,,,,29.2502,570.251
149.8092,12.25,,,,,,,,,,,29.2502,569.2523
149.9616,12.25,,,,,,,,,,,29.2502,568.2535
150.114,12.25,,,,,,,,,,,29.2502,567.7169
150.2664,12.25,,,,,,,,,,,29.2502,567.3359
150.4188,12.25,,,,,,,,,,,29.2502,566.9549
150.5712,12.25,,,,,,,,,,,29.2502,567.1963
150.7236,12.25,,,,,,,,,,,29.2502,568.1476
150.876,12.25,,,,,,,,,,,29.2502,569.0988
151.0284,12.25,,,,,,,,,,,29.2502,569.597
151.1808,12.25,,,,,,,,,,,29.2502,568.1169
151.3332,12.25,,,,,,,,,,,29.2502,566.6368
151.4856,12.25,,,,,,,,,,,29.2502,565.1567
151.638,12.25,,,,,,,,,,,29.2502,565.9931
151.7904,12.25,,,,,,,,,,,29.2502,567.0713
151.9428,12.25,,,,,,,,,,,29.2502,568.1494
152.0952,12.25,,,,,,,,,,,29.2502,568.8275
152.2476,12.25,,,,,,,,,,,29.2502,569.2651
152.4,12.25,,,,,,,,,,,29.2502,569.7028
152.5524,12.25,,,,,,,,,,,29.2502,569.7983
152.7048,12.25,,,,,,,,,,,29.2502,569.241
152.8572,12.25,,,,,,,,,,,29.2502,568.6836
153.0096,12.25,,,,,,,,,,,29.2502,568.2079
153.162,12.25,,,,,,,,,,,29.2502,568.9471
153.3144,12.25,,,,,,,,,,,29.2502,569.6864
153.4668,12.25,,,,,,,,,,,29.2502,570.4257
153.6192,12.25,,,,,,,,,,,29.2502,570.0935
153.7716,12.25,,,,,,,,,,,29.2502,569.4629
153.924,12.25,,,,,,,,,,,29.2502,568.8323
154.0764,12.25,,,,,,,,,,,29.2502,567.7184
154.2288,12.25,,,,,,,,,,,29.2502,566.1236
154.3812,12.25,,,,,,,,,,,29.2502,564.5289
154.5336,12.25,,,,,,,,,,,29.2502,563.2779
154.686,12.25,,,,,,,,,,,29.2502,563.2425
154.8384,12.25,,,,,,,,,,,29.2502,563.207
154.9908,12.25,,,,,,,,,,,29.2502,563.1716
155.1432,12.25,,,,,,,,,,,29.2502,564.7394
155.2956,12.25,,,,,,,,,,,29.2502,566.4102
155.448,12.25,,,,,,,,,,,29.2502,568.0809
155.6004,12.25,,,,,,,,,,,29.2502,569.241
155.7528,12.25,,,,,,,,,,,29.2502,570.1366
155.9052,12.25,,,,,,,,,,,29.2502,571.0322
156.0576,12.25,,,,,,,,,,,29.2541,571.0184
156.21,12.25,,,,,,,,,,,29.2644,569.5083
156.3624,12.25,,,,,,,,,,,29.2748,567.9981
156.5148,12.25,,,,,,,,,,,29.2847,566.6374
156.6672,12.25,,,,,,,,,,,29.2914,566.6664
156.8196,12.25,,,,,,,,,,,29.298,566.6954
156.972,12.25,,,,,,,,,,,29.3047,566.7244
157.1244,12.25,,,,,,,,,,,29.2967,567.4086
157.2768,12.25,,,,,,,,,,,29.2854,568.2402
157.4292,12.25,,,,,,,,,,,29.274,569.072
157.5816,12.25,,,,,,,,,,,29.2983,568.4901
157.734,12.25,,,,,,,,,,,29.3533,566.6817
157.8864,12.25,,,,,,,,,,,29.4083,564.8734
158.0388,12.25,,,,,,,,,,,29.4494,563.6575
158.1912,12.25,,,,,,,,,,,29.4496,564.1763
158.3436,12.25,,,,,,,,,,,29.4497,564.695
158.496,12.25,,,,,,,,,,,29.4499,565.2138
158.6484,12.25,,,,,,,,,,,29.4499,567.7506
158.8008,12.25,,,,,,,,,,,29.4499,570.3418
158.9532,12.25,,,,,,,,,,,29.4499,572.933
159.1056,12.25,,,,,,,,,,,29.4499,572.6337
159.258,12.25,,,,,,,,,,,29.4499,571.0533
159.4104,12.25,,,,,,,,,,,29.4499,569.473
159.5628,12.25,,,,,,,,,,,29.4499,568.2006
159.7152,12.25,,,,,,,,,,,29.4499,567.3676
159.8676,12.25,,,,,,,,,,,29.4499,566.5347
160.02,12.25,,,,,,,,,,,29.4499,566.173
160.1724,12.25,,,,,,,,,,,29.4499,568.9316
160.3248,12.25,,,,,,,,,,,29.4499,571.6902
160.4772,12.25,,,,,,,,,,,29.4499,574.4488
160.6296,12.25,,,,,,,,,,,29.4499,572.6454
160.782,12.25,,,,,,,,,,,29.4499,570.0394
160.9344,12.25,,,,,,,,,,,29.4499,567.4333
161.0868,12.25,,,,,,,,,,,29.4499,566.2613
161.2392,12.25,,,,,,,,,,,29.4499,566.173
161.3916,12.25,,,,,,,,,,,29.4499,566.0848
161.544,12.25,,,,,,,,,,,29.4499,566.7548
161.6964,12.25,,,,,,,,,,,29.4499,569.2928
161.8488,12.25,,,,,,,,,,,29.4499,571.8309
162.0012,12.25,,,,,,,,,,,29.4499,574.3474
162.1536,12.25,,,,,,,,,,,29.4499,574.1501
