wellName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-A10,295.504,8.5,8.846,2.219,134.791,109.443,0.437,2.899,26.798,22.919,13.342,295.494
Cheal-A10,295.656,8.5,8.869,2.212,134.21,107.149,0.423,2.96,25.762,22.17,13.193,295.646
Cheal-A10,295.808,8.5,8.869,2.206,134.269,105.741,0.407,2.967,25.564,21.917,13.159,295.798
Cheal-A10,295.961,8.5,8.835,2.21,134.24,112.897,0.378,2.946,24.99,21.327,12.902,295.951
Cheal-A10,296.113,8.5,8.785,2.213,133.854,118.241,0.399,2.927,23.85,20.195,12.112,296.103
Cheal-A10,296.266,8.5,8.762,2.213,133.91,117.537,0.404,2.905,23.014,19.4,11.517,296.256
Cheal-A10,296.418,8.5,8.754,2.22,133.339,111.789,0.439,2.85,26.234,21.884,12.318,296.408
Cheal-A10,296.57,8.5,8.731,2.227,132.843,108.27,0.46,2.812,26.999,22.47,12.097,296.56
Cheal-A10,296.723,8.5,8.685,2.215,132.557,108.623,0.442,2.835,28.298,23.557,12.271,296.713
Cheal-A10,296.875,8.5,8.647,2.218,132.258,110.587,0.411,2.868,27.725,23.194,12.346,296.865
Cheal-A10,297.028,8.5,8.754,2.239,132.716,109.532,0.391,2.866,29.343,24.465,12.951,297.018
Cheal-A10,297.18,8.5,8.632,2.244,132.93,110.191,0.397,2.89,26.647,22.292,12.658,297.17
Cheal-A10,297.332,8.5,8.835,2.233,133.05,111.98,0.392,2.984,25.733,21.636,12.806,297.322
Cheal-A10,297.485,8.5,8.892,2.211,132.981,112.684,0.387,2.863,26.73,22.395,13.145,297.475
Cheal-A10,297.637,8.5,8.881,2.183,132.867,111.555,0.379,2.921,23.889,20.064,12.512,297.627
Cheal-A10,297.79,8.5,8.915,2.194,132.878,106.159,0.383,2.787,24.824,20.852,13.248,297.78
Cheal-A10,297.942,8.5,8.931,2.203,132.848,107.098,0.407,2.765,27.851,23.354,14.051,297.932
Cheal-A10,298.094,8.5,8.839,2.219,132.912,108.666,0.419,2.796,29.767,24.97,14.581,298.084
Cheal-A10,298.247,8.5,8.846,2.247,133.138,112.772,0.437,2.897,27.809,23.379,13.901,298.237
Cheal-A10,298.399,8.5,8.789,2.229,133.162,115.353,0.437,2.93,22.728,19.251,12.151,298.389
Cheal-A10,298.552,8.5,8.708,2.206,133.61,115.191,0.43,2.925,24.287,20.532,12.434,298.542
Cheal-A10,298.704,8.5,8.693,2.203,133.804,111.203,0.404,3.003,28.693,24.113,13.539,298.694
Cheal-A10,298.856,8.5,8.662,2.224,133.762,108.505,0.403,2.91,27.3,23.04,13.005,298.846
Cheal-A10,299.009,8.5,8.616,2.216,133.589,109.678,0.412,2.974,25.906,21.892,12.379,298.999
Cheal-A10,299.161,8.5,8.655,2.205,133.328,112.068,0.412,2.781,25.771,21.792,12.22,299.151
Cheal-A10,299.314,8.5,8.662,2.205,133.403,110.543,0.41,2.88,25.809,21.942,12.145,299.304
Cheal-A10,299.466,8.5,8.493,2.219,133.783,113.593,0.396,2.907,23.938,20.484,11.52,299.456
Cheal-A10,299.618,8.5,8.478,2.218,133.739,114.84,0.401,2.827,22.788,19.504,11.06,299.608
Cheal-A10,299.771,8.5,8.493,2.198,133.57,118.241,0.401,2.775,22.965,19.715,11.041,299.761
Cheal-A10,299.923,8.5,8.432,2.207,133.493,114.136,0.423,2.865,23.652,20.485,11.196,299.913
Cheal-A10,300.076,8.5,8.455,2.224,133.202,116.013,0.42,2.944,25.18,21.812,11.557,300.066
Cheal-A10,300.228,8.5,8.409,2.239,133.289,114.488,0.424,2.977,24.352,21.126,11.366,300.218
Cheal-A10,300.38,8.5,8.421,2.208,133.446,112.845,0.4,2.94,23.533,20.388,10.973,300.37
Cheal-A10,300.533,8.5,8.432,2.198,133.476,111.811,0.392,2.783,24.227,20.906,11.03,300.523
Cheal-A10,300.685,8.5,8.524,2.216,133.245,113.923,0.388,2.897,25.815,22.251,11.664,300.675
Cheal-A10,300.838,8.5,8.624,2.216,132.586,113.689,0.393,2.978,24.455,21.024,11.592,300.828
Cheal-A10,300.99,8.5,8.47,2.205,131.844,113.432,0.399,3.026,23.228,19.93,11.041,300.98
Cheal-A10,301.142,8.5,8.754,2.232,131.811,112.024,0.401,2.823,25.028,21.418,11.697,301.132
Cheal-A10,301.295,8.5,8.493,2.212,132.119,113.432,0.404,2.725,28.864,24.649,12.337,301.285
Cheal-A10,301.447,8.5,8.559,2.189,132.126,112.259,0.416,2.733,28.685,24.573,12.506,301.437
Cheal-A10,301.6,8.5,8.708,2.189,132.429,111.672,0.428,2.823,27.9,23.987,12.521,301.59
Cheal-A10,301.752,8.5,8.501,2.197,132.728,112.845,0.433,2.962,29.76,25.547,13.375,301.742
Cheal-A10,301.904,8.5,8.892,2.212,133.036,116.144,0.408,2.859,29.802,25.65,13.921,301.894
Cheal-A10,302.057,8.5,8.931,2.237,133.21,116.848,0.428,2.788,28.438,24.397,13.697,302.047
Cheal-A10,302.209,8.5,8.984,2.235,133.333,115.91,0.408,2.859,28.806,24.628,14.251,302.199
Cheal-A10,302.362,8.5,8.973,2.229,132.841,111.086,0.413,2.912,28.011,23.981,14.478,302.352
Cheal-A10,302.514,8.5,8.961,2.229,132.072,108.505,0.407,2.87,27.08,23.351,14.585,302.504
Cheal-A10,302.666,8.5,8.95,2.23,131.319,110.031,0.406,3.069,28.388,24.514,15.135,302.656
Cheal-A10,302.819,8.5,8.892,2.233,131.346,110.382,0.403,3.029,28.814,24.997,15.31,302.809
Cheal-A10,302.971,8.5,8.915,2.221,132.117,114.722,0.401,2.911,29.117,25.385,15.512,302.961
Cheal-A10,303.124,8.5,8.754,2.23,132.372,113.805,0.414,2.926,31.647,27.669,16.385,303.114
Cheal-A10,303.276,8.5,8.697,2.234,132.743,116.269,0.39,3.085,29.32,25.588,15.665,303.266
Cheal-A10,303.428,8.5,8.616,2.207,132.7,112.398,0.404,2.863,23.391,20.601,13.587,303.418
Cheal-A10,303.581,8.5,8.57,2.216,132.295,116.012,0.424,2.923,26.064,22.941,14.45,303.571
Cheal-A10,303.733,8.5,8.605,2.225,132.816,119.532,0.448,3.06,29.364,25.877,15.788,303.723
Cheal-A10,303.886,8.5,8.754,2.231,133.238,117.537,0.434,2.704,27.187,24.076,15.54,303.876
Cheal-A10,304.038,8.5,8.927,2.233,133.393,109.678,0.408,2.861,28.853,25.55,16.428,304.028
Cheal-A10,304.19,8.5,8.846,2.206,133.512,110.851,0.423,2.693,28.665,25.387,16.868,304.18
Cheal-A10,304.343,8.5,8.858,2.229,133.091,111.672,0.391,2.868,29.688,26.275,17.3,304.333
Cheal-A10,304.495,8.5,8.739,2.209,132.736,116.137,0.379,2.932,25.104,22.337,15.949,304.485
Cheal-A10,304.648,8.5,8.777,2.206,133.132,110.389,0.362,2.733,24.769,22.019,15.976,304.638
Cheal-A10,304.8,8.5,8.808,2.199,133.893,111.327,0.347,2.853,27.698,24.592,17.106,304.79
Cheal-A10,304.952,8.5,8.961,2.206,135.055,115.074,0.359,2.958,30.656,27.304,18.237,304.942
Cheal-A10,305.105,8.5,8.858,2.223,135.516,114.957,0.386,2.937,31.742,28.339,17.782,305.095
Cheal-A10,305.257,8.5,8.854,2.193,135.21,112.611,0.451,3.049,29.853,26.469,17.104,305.247
Cheal-A10,305.41,8.5,8.624,2.186,134.356,110.382,0.445,3.033,27.504,24.275,16.147,305.4
Cheal-A10,305.562,8.5,8.486,2.224,133.573,112.244,0.413,2.952,26.301,23.141,15.299,305.552
Cheal-A10,305.714,8.5,8.47,2.234,133.673,118.696,0.385,2.952,25.649,22.491,14.521,305.704
Cheal-A10,305.867,8.5,8.44,2.221,134.021,117.665,0.368,2.77,25.802,22.563,14.014,305.857
Cheal-A10,306.019,8.5,8.409,2.222,133.9,119.535,0.389,2.836,28.094,24.487,14.572,306.009
Cheal-A10,306.172,8.5,8.559,2.224,133.543,122.115,0.392,2.913,30.168,26.264,15.07,306.162
Cheal-A10,306.324,8.5,8.547,2.235,132.921,116.929,0.4,2.799,30.337,26.539,14.911,306.314
Cheal-A10,306.476,8.5,8.455,2.217,132.521,115.309,0.386,2.751,30.223,26.41,14.856,306.466
Cheal-A10,306.629,8.5,8.578,2.224,132.942,111.907,0.387,2.785,28.858,25.152,14.293,306.619
Cheal-A10,306.781,8.5,8.47,2.215,133.156,120.353,0.381,2.754,25.889,22.679,12.979,306.771
Cheal-A10,306.934,8.5,8.455,2.236,133.034,116.474,0.378,2.835,28.251,24.642,13.312,306.924
Cheal-A10,307.086,8.5,8.578,2.219,132.44,118.586,0.394,2.925,30.819,26.705,14.3,307.076
Cheal-A10,307.238,8.5,8.624,2.204,132.557,115.888,0.435,2.932,28.835,24.97,13.64,307.228
Cheal-A10,307.391,8.5,8.639,2.211,132.817,118.828,0.442,2.83,25.56,22.285,12.841,307.381
Cheal-A10,307.543,8.5,8.708,2.221,133.007,113.784,0.447,2.843,29.894,26.027,13.997,307.533
Cheal-A10,307.696,8.5,8.697,2.222,133.465,113.784,0.409,2.82,28.783,25.122,13.801,307.686
Cheal-A10,307.848,8.5,8.747,2.22,133.411,117.772,0.402,2.853,23.704,20.873,12.577,307.838
Cheal-A10,308,8.5,8.754,2.229,134.271,117.537,0.383,2.843,27.889,24.378,13.56,307.99
Cheal-A10,308.153,8.5,8.724,2.219,133.995,116.489,0.404,2.825,28.414,24.86,13.846,308.143
Cheal-A10,308.305,8.5,8.708,2.22,133.653,112.266,0.385,2.804,27.14,23.723,13.848,308.295
Cheal-A10,308.458,8.5,8.708,2.223,133.809,116.371,0.396,2.907,28.184,24.558,14.179,308.448
Cheal-A10,308.61,8.5,8.697,2.215,134.142,115.308,0.398,2.826,26.127,22.804,13.372,308.6
Cheal-A10,308.762,8.5,8.685,2.208,134.401,114.84,0.444,2.916,26.159,22.927,13.041,308.752
Cheal-A10,308.915,8.5,8.685,2.202,134.641,120.47,0.432,2.923,25.412,22.336,13.028,308.905
Cheal-A10,309.067,8.5,8.662,2.2,134.49,119.766,0.427,2.916,28.425,24.698,14.148,309.057
Cheal-A10,309.22,8.5,8.655,2.212,133.91,120.118,0.388,2.778,27.427,23.79,13.983,309.21
Cheal-A10,309.372,8.5,8.632,2.21,133.66,111.123,0.388,2.874,28.483,24.59,13.759,309.362
Cheal-A10,309.524,8.5,8.624,2.215,133.47,117.901,0.391,2.846,27.176,23.412,13.051,309.514
Cheal-A10,309.677,8.5,8.632,2.21,133.302,118.942,0.403,2.802,23.917,20.587,12.106,309.667
Cheal-A10,309.829,8.5,8.632,2.21,133.055,116.911,0.396,2.86,25.152,21.57,12.389,309.819
Cheal-A10,309.982,8.5,8.624,2.23,132.786,112.244,0.375,2.747,27.737,23.71,13.123,309.972
Cheal-A10,310.134,8.5,8.647,2.22,132.48,111.203,0.376,2.857,29.568,25.335,13.653,310.124
Cheal-A10,310.286,8.5,8.662,2.217,132.191,111.907,0.38,2.839,31.766,27.211,14.077,310.276
Cheal-A10,310.439,8.5,8.616,2.222,132.213,111.086,0.411,2.825,28.211,24.281,13.377,310.429
Cheal-A10,310.591,8.5,8.639,2.227,132.333,114.722,0.43,2.941,27.969,24.05,13.329,310.581
Cheal-A10,310.744,8.5,8.662,2.225,132.707,118.249,0.417,2.881,30.236,25.968,14.22,310.734
Cheal-A10,310.896,8.5,8.647,2.228,133.028,118.483,0.401,2.971,26.135,22.533,13.018,310.886
Cheal-A10,311.048,8.5,8.632,2.214,133.577,112.735,0.398,2.852,26.837,22.987,13.155,311.038
Cheal-A10,311.201,8.5,8.616,2.216,133.65,111.203,0.386,2.914,26.751,22.824,13.173,311.191
Cheal-A10,311.353,8.5,8.616,2.229,133.325,111.086,0.392,2.839,26.218,22.463,12.983,311.343
Cheal-A10,311.506,8.5,8.616,2.214,133.06,115.338,0.372,2.869,28.271,24.294,13.518,311.496
Cheal-A10,311.658,8.5,8.616,2.21,132.859,114.718,0.393,2.815,27.543,23.775,13.43,311.648
Cheal-A10,311.81,8.5,8.628,2.207,133.307,113.538,0.384,2.903,23.356,20.319,12.171,311.8
Cheal-A10,311.963,8.5,8.616,2.217,133.896,108.071,0.412,2.893,26.71,23.24,13.02,311.953
Cheal-A10,312.115,8.5,8.628,2.227,133.968,109.512,0.421,2.993,28.143,24.461,13.451,312.105
Cheal-A10,312.268,8.5,8.616,2.225,133.68,109.05,0.415,2.972,26.194,22.777,13.177,312.258
Cheal-A10,312.42,8.5,8.609,2.218,133.312,113.197,0.417,2.884,28.114,24.313,13.818,312.41
Cheal-A10,312.572,8.5,8.616,2.224,132.991,113.432,0.402,2.944,24.754,21.472,12.697,312.562
Cheal-A10,312.725,8.5,8.639,2.226,132.969,112.728,0.377,2.785,22.617,19.663,12.006,312.715
Cheal-A10,312.877,8.5,8.593,2.224,133.201,118.124,0.402,2.895,28.196,24.255,13.55,312.867
Cheal-A10,313.03,8.5,8.593,2.221,132.841,114.018,0.391,2.816,29.121,25.009,13.583,313.02
Cheal-A10,313.182,8.5,8.605,2.21,132.766,116.129,0.401,2.864,27.35,23.581,12.957,313.172
Cheal-A10,313.334,8.5,8.605,2.217,132.749,108.739,0.371,2.955,28.72,24.819,13.087,313.324
Cheal-A10,313.487,8.5,8.605,2.224,132.737,113.784,0.392,2.764,30.247,26.166,13.495,313.477
Cheal-A10,313.639,8.5,8.616,2.237,134.015,112.494,0.404,2.88,29.588,25.669,13.441,313.629
Cheal-A10,313.792,8.5,8.616,2.214,133.311,111.673,0.424,2.804,29.178,25.269,13.564,313.782
Cheal-A10,313.944,8.5,8.616,2.214,132.813,115.971,0.423,2.912,29.676,25.592,13.797,313.934
Cheal-A10,314.096,8.5,8.616,2.216,133.822,119.49,0.421,2.87,25.594,22.19,13.028,314.086
Cheal-A10,314.249,8.5,8.601,2.207,134.56,119.138,0.417,2.898,25.822,22.403,13.342,314.239
Cheal-A10,314.401,8.5,8.593,2.229,136.71,113.549,0.416,2.878,27.38,23.735,14.225,314.391
Cheal-A10,314.554,8.5,8.616,2.215,136.428,111.907,0.428,2.825,25.548,22.234,13.515,314.544
Cheal-A10,314.706,8.5,8.616,2.208,135,117.303,0.43,2.799,26.365,22.953,13.854,314.696
Cheal-A10,314.858,8.5,8.616,2.203,134.486,120.118,0.422,2.906,29.001,25.197,14.563,314.848
Cheal-A10,315.011,8.5,8.647,2.223,133.815,117.889,0.404,2.887,27.635,24.063,14.211,315.001
Cheal-A10,315.163,8.5,8.651,2.223,133.986,115.66,0.396,2.881,27.974,24.311,14.179,315.153
Cheal-A10,315.316,8.5,8.662,2.214,134.711,114.018,0.425,2.835,29.276,25.345,14.643,315.306
Cheal-A10,315.468,8.5,8.616,2.215,134.411,116.716,0.441,2.875,28.532,24.584,14.342,315.458
Cheal-A10,315.62,8.5,8.616,2.226,134.043,114.018,0.433,2.909,26.29,22.649,13.754,315.61
Cheal-A10,315.773,8.5,8.616,2.227,133.599,112.729,0.383,2.843,28.301,24.276,14.526,315.763
Cheal-A10,315.925,8.5,8.67,2.225,133.235,109.092,0.372,2.845,27.149,23.378,14.714,315.915
Cheal-A10,316.078,8.5,8.662,2.207,133.826,110.851,0.372,2.964,27.877,24.147,15.225,316.068
Cheal-A10,316.23,8.5,8.628,2.208,134.604,107.801,0.395,2.957,28.355,24.785,15.432,316.22
Cheal-A10,316.382,8.5,8.685,2.22,134.589,111.672,0.412,2.886,30.519,26.862,16.424,316.372
Cheal-A10,316.535,8.5,8.731,2.231,134.528,108.505,0.418,2.907,32.971,29.026,17.944,316.525
Cheal-A10,316.687,8.5,8.754,2.222,134.247,113.742,0.394,2.921,30.279,26.596,17.263,316.677
Cheal-A10,316.84,8.5,8.777,2.213,134.035,109.871,0.39,2.857,24.845,21.863,15.063,316.83
Cheal-A10,316.992,8.5,8.8,2.216,133.709,111.396,0.399,2.855,23.778,20.839,14.524,316.982
Cheal-A10,317.144,8.5,8.816,2.228,133.49,108.388,0.396,2.887,24.813,21.721,15.133,317.134
Cheal-A10,317.297,8.5,8.862,2.234,133.835,111.203,0.385,2.881,22.71,19.968,14.045,317.287
Cheal-A10,317.449,8.5,9.007,2.223,133.844,112.141,0.399,2.912,22.593,20.025,13.894,317.439
