wellName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C3,662.33,8.5,11.767,2.281,126.091,150.88,0.355,3.028,28.274,18.496,6.859,603.8214
Cheal-C3,662.483,8.5,11.786,2.28,125.597,151.588,0.338,2.991,27.989,18.384,6.992,603.9101
Cheal-C3,662.635,8.5,11.799,2.274,125.029,156.963,0.337,2.967,26.744,17.778,6.976,603.9983
Cheal-C3,662.788,8.5,11.767,2.272,124.597,150.405,0.325,2.957,26.674,17.797,7.111,604.087
Cheal-C3,662.94,8.5,11.729,2.275,124.731,150.293,0.329,2.954,26.79,17.846,7.037,604.1752
Cheal-C3,663.092,8.5,11.7,2.277,125.016,144.016,0.321,2.974,27.255,18.182,7.126,604.2634
Cheal-C3,663.245,8.5,11.748,2.277,125.267,147.459,0.319,3.02,27.488,18.326,7.171,604.3521
Cheal-C3,663.397,8.5,11.805,2.285,125.178,148.715,0.34,3.079,27.468,18.312,7.008,604.4402
Cheal-C3,663.55,8.5,11.722,2.292,125.235,150.901,0.354,3.138,27.374,18.202,6.923,604.529
Cheal-C3,663.702,8.5,11.71,2.296,125.2,151.549,0.376,3.16,27.171,18.091,6.9,604.6171
Cheal-C3,663.854,8.5,11.767,2.298,124.968,151.087,0.359,3.147,27.309,18.079,6.722,604.7053
Cheal-C3,664.007,8.5,11.761,2.302,124.962,149.523,0.348,3.12,27.226,18.031,6.492,604.7941
Cheal-C3,664.159,8.5,11.818,2.306,124.889,148.986,0.329,3.11,27.906,18.529,6.527,604.8822
Cheal-C3,664.312,8.5,11.844,2.3,124.826,150.606,0.339,3.117,26.741,17.862,6.243,604.9709
Cheal-C3,664.464,8.5,11.844,2.288,124.81,150.972,0.335,3.111,26.417,17.785,6.288,605.0591
Cheal-C3,664.616,8.5,11.91,2.277,124.989,151.989,0.328,3.086,25.853,17.631,6.12,605.1473
Cheal-C3,664.769,8.5,11.831,2.275,124.832,149.651,0.329,3.062,23.458,16.447,6.118,605.236
Cheal-C3,664.921,8.5,11.786,2.281,124.911,152.142,0.332,3.062,22.229,15.844,6.184,605.3242
Cheal-C3,665.074,8.5,11.799,2.284,124.581,146.768,0.334,3.075,22.948,16.339,6.329,605.4129
Cheal-C3,665.226,8.5,11.834,2.29,123.982,145.861,0.329,3.105,24.305,17.169,6.688,605.501
Cheal-C3,665.378,8.5,11.895,2.293,123.902,145.037,0.345,3.125,26.295,18.397,7.119,605.5892
Cheal-C3,665.531,8.5,11.93,2.299,123.916,144.271,0.363,3.145,26.423,18.475,7.331,605.678
Cheal-C3,665.683,8.5,11.754,2.301,124.696,145.674,0.365,3.141,27.716,19.396,7.752,605.7661
Cheal-C3,665.836,8.5,11.461,2.293,125.091,148.191,0.36,3.121,28.803,18.89,7.769,605.8549
Cheal-C3,665.988,8.5,11.493,2.284,125.496,154.108,0.36,3.096,28.643,19.008,7.94,605.9431
Cheal-C3,666.14,8.5,11.404,2.282,125.491,160.783,0.34,3.093,27.967,18.777,7.685,606.0312
Cheal-C3,666.293,8.5,11.423,2.295,125.254,158.378,0.331,3.115,29.942,19.489,7.839,606.1199
Cheal-C3,666.445,8.5,11.41,2.309,124.953,158.572,0.315,3.136,28.397,19.003,7.593,606.2081
Cheal-C3,666.598,8.5,11.327,2.303,124.648,149.856,0.317,3.112,30.391,19.945,7.974,606.2968
Cheal-C3,666.75,8.5,11.321,2.297,124.537,145.455,0.325,3.062,27.962,18.749,7.404,606.385
Cheal-C3,666.902,8.5,11.327,2.288,124.551,140.671,0.326,3.007,29.049,19.47,7.441,606.4732
Cheal-C3,667.055,8.5,11.366,2.29,124.58,141.415,0.318,3,29.197,19.469,7.415,606.5609
Cheal-C3,667.207,8.5,11.107,2.293,124.925,147.858,0.331,3.037,28.794,19.194,7.312,606.6459
Cheal-C3,667.36,8.5,11.034,2.302,124.992,156.287,0.343,3.081,28.684,19.154,7.283,606.7316
Cheal-C3,667.512,8.5,11.107,2.304,125.417,155.614,0.353,3.098,28.774,19.168,6.965,606.817
Cheal-C3,667.664,8.5,11.072,2.302,125.634,146.262,0.345,3.08,28.196,18.877,6.537,606.9051
Cheal-C3,667.817,8.5,11.04,2.296,126.128,140.398,0.35,3.057,27.687,18.582,6.399,606.9938
Cheal-C3,667.969,8.5,10.993,2.292,126.14,140.255,0.347,3.036,27.665,18.587,6.331,607.082
Cheal-C3,668.122,8.5,10.988,2.296,126.068,143.416,0.351,3.024,28.125,18.864,6.275,607.1707
Cheal-C3,668.274,8.5,11.098,2.307,125.702,143.175,0.332,3.02,28.35,19.116,6.426,607.2589
Cheal-C3,668.426,8.5,11.198,2.309,125.832,141.54,0.325,3.017,28.578,19.346,6.486,607.3471
Cheal-C3,668.579,8.5,11.247,2.298,126.282,148.609,0.334,3.02,28.482,19.297,6.619,607.4359
Cheal-C3,668.731,8.5,11.292,2.285,126.791,151.6,0.345,3.024,28.105,19.144,6.738,607.524
Cheal-C3,668.884,8.5,11.229,2.286,127.046,155.689,0.378,3.03,27.967,19.126,6.847,607.6127
Cheal-C3,669.036,8.5,11.012,2.29,126.825,141.405,0.379,3.032,27.196,18.676,6.903,607.7001
Cheal-C3,669.188,8.5,10.868,2.293,126.626,143.231,0.371,3.038,27.071,18.621,7.04,607.7853
Cheal-C3,669.341,8.5,10.789,2.297,126.461,140.209,0.359,3.039,26.352,18.199,6.796,607.871
Cheal-C3,669.493,8.5,10.792,2.299,125.894,144.946,0.35,3.036,25.671,17.768,6.562,607.9561
Cheal-C3,669.646,8.5,10.803,2.303,125.205,137.579,0.36,3.035,25.511,17.703,6.615,608.0447
Cheal-C3,669.798,8.5,10.786,2.303,123.624,139.51,0.338,3.036,27.067,18.649,6.843,608.1329
Cheal-C3,669.95,8.5,10.776,2.304,123.02,144.504,0.351,3.043,28.391,19.43,7.048,608.221
Cheal-C3,670.103,8.5,10.773,2.299,124.253,149.476,0.338,3.041,28.672,19.58,7.008,608.3098
Cheal-C3,670.255,8.5,10.767,2.298,124.871,150.524,0.336,3.04,28.978,19.798,7.076,608.3979
Cheal-C3,670.408,8.5,10.776,2.299,125.861,144.715,0.303,3.022,29.096,20.227,7.321,608.4866
Cheal-C3,670.56,8.5,10.569,2.296,126.092,140.921,0.32,2.999,29.123,19.886,7.149,608.5748
Cheal-C3,670.712,8.5,10.502,2.291,126.354,138.029,0.345,2.987,27.397,18.131,6.496,608.663
Cheal-C3,670.865,8.5,10.473,2.291,126.385,143.614,0.364,3.002,29.119,19.24,6.676,608.7517
Cheal-C3,671.017,8.5,10.467,2.293,126.23,146.112,0.335,3.009,29.053,19.49,6.698,608.8395
Cheal-C3,671.17,8.5,10.489,2.297,126.316,139.031,0.314,2.987,28.97,19.514,6.615,608.9252
Cheal-C3,671.322,8.5,10.419,2.291,125.761,134.802,0.324,2.963,28.903,19.425,6.417,609.0103
Cheal-C3,671.474,8.5,10.371,2.292,125.289,134.689,0.309,2.96,29.067,19.265,6.388,609.0954
Cheal-C3,671.627,8.5,10.352,2.291,124.965,142.688,0.336,2.98,28.982,19.267,6.269,609.1837
Cheal-C3,671.779,8.5,10.314,2.3,124.195,139.961,0.324,2.999,28.738,19.212,6.06,609.2719
Cheal-C3,671.932,8.5,10.285,2.304,123.668,137.169,0.348,3.003,29.355,19.104,5.988,609.3606
Cheal-C3,672.084,8.5,10.295,2.318,122.845,134.57,0.331,3,28.793,18.497,5.719,609.4487
Cheal-C3,672.236,8.5,10.247,2.324,122.113,142.785,0.328,2.974,29.024,18.744,5.752,609.5369
Cheal-C3,672.389,8.5,10.199,2.334,121.332,143.512,0.324,2.956,30.765,19.456,5.804,609.6256
Cheal-C3,672.541,8.5,10.094,2.34,120.736,144.507,0.335,2.952,30.064,18.27,5.431,609.7138
Cheal-C3,672.694,8.5,10.046,2.346,118.482,134.466,0.336,2.959,29.668,17.967,5.356,609.8025
Cheal-C3,672.846,8.5,10.008,2.345,117.577,131.833,0.315,2.977,28.974,17.746,5.338,609.8907
Cheal-C3,672.998,8.5,9.951,2.351,131.003,128.915,0.288,3.021,28.165,17.091,5.294,609.9788
Cheal-C3,673.151,8.5,9.951,2.364,114.774,131.464,0.286,3.067,28.028,16.774,5.308,610.0676
Cheal-C3,673.303,8.5,9.893,2.38,107.179,129.734,0.281,3.093,27.539,16.468,5.184,610.1558
Cheal-C3,673.456,8.5,9.861,2.383,105.8,133.898,0.276,3.077,27.866,16.349,4.886,610.2445
Cheal-C3,673.608,8.5,9.855,2.368,106.763,133.473,0.272,3.039,33.701,19.038,5.256,610.3305
Cheal-C3,673.76,8.5,9.868,2.356,108.857,132.367,0.267,2.987,36.63,19.81,5.272,610.4156
Cheal-C3,673.913,8.5,9.772,2.354,118.447,127.42,0.271,2.944,31.818,17.104,4.598,610.5013
Cheal-C3,674.065,8.5,9.702,2.354,119.857,127.455,0.271,2.923,31.207,16.726,4.476,610.5877
Cheal-C3,674.218,8.5,9.683,2.355,120.493,127.22,0.3,2.933,31.635,16.584,4.35,610.6765
Cheal-C3,674.37,8.5,9.673,2.351,121.188,129.904,0.305,2.96,33.329,17.105,4.364,610.7646
Cheal-C3,674.522,8.5,9.657,2.357,121.166,131.87,0.3,2.981,33.801,17.095,4.224,610.8528
Cheal-C3,674.675,8.5,9.645,2.359,135.906,136.718,0.29,2.986,33.681,16.95,4.051,610.9415
Cheal-C3,674.827,8.5,9.673,2.358,120.085,136.358,0.282,2.977,33.337,16.981,4.017,611.0297
Cheal-C3,674.98,8.5,9.702,2.358,119.733,133.814,0.302,2.981,33.292,17.211,4.028,611.1184
Cheal-C3,675.132,8.5,9.708,2.359,119.19,127.764,0.298,2.987,33.615,17.324,4.099,611.2065
Cheal-C3,675.284,8.5,9.664,2.361,118.922,127.123,0.293,2.976,33.916,17.326,4.181,611.2947
Cheal-C3,675.437,8.5,9.645,2.357,118.856,129.996,0.272,2.924,33.778,17.185,4.214,611.3834
Cheal-C3,675.589,8.5,9.645,2.348,118.811,134.386,0.274,2.888,33.79,17.246,4.299,611.4698
Cheal-C3,675.742,8.5,9.654,2.336,118.676,133.561,0.278,2.889,33.573,17.227,4.378,611.5555
Cheal-C3,675.894,8.5,9.657,2.329,118.769,130.09,0.285,2.931,33.762,17.39,4.476,611.6406
Cheal-C3,676.046,8.5,9.712,2.336,118.806,130.499,0.275,2.93,33.19,17.225,4.485,611.7267
Cheal-C3,676.199,8.5,9.721,2.346,118.983,134.175,0.256,2.928,33.085,17.363,4.574,611.8154
Cheal-C3,676.351,8.5,9.778,2.352,119.325,135.759,0.264,2.932,32.664,17.473,4.712,611.9036
Cheal-C3,676.504,8.5,9.823,2.356,119.205,133.919,0.278,2.972,31.94,17.445,4.777,611.9923
Cheal-C3,676.656,8.5,9.912,2.355,118.758,131.258,0.298,2.985,31.336,17.497,4.852,612.0805
Cheal-C3,676.808,8.5,9.963,2.359,118.746,129.418,0.3,2.981,30.678,17.476,4.947,612.1686
Cheal-C3,676.961,8.5,10.014,2.362,118.59,127.449,0.313,2.988,30.288,17.56,5.075,612.2574
Cheal-C3,677.113,8.5,10.072,2.359,118.726,121.956,0.311,3.003,29.654,17.497,5.271,612.3456
Cheal-C3,677.266,8.5,10.151,2.352,119.31,124.733,0.303,3.022,29.956,17.824,5.454,612.4343
Cheal-C3,677.418,8.5,10.237,2.347,119.987,129.603,0.283,3.019,31.009,18.101,5.558,612.5225
Cheal-C3,677.57,8.5,10.285,2.348,120.459,135.533,0.288,2.997,31.493,18.354,5.698,612.6106
Cheal-C3,677.723,8.5,10.362,2.359,120.84,133.275,0.281,2.989,31.292,18.367,5.779,612.6993
Cheal-C3,677.875,8.5,10.467,2.365,120.762,137.046,0.301,3.011,30.942,18.212,5.791,612.7875
Cheal-C3,678.028,8.5,10.534,2.377,120.342,139.532,0.31,3.058,30.266,18.204,5.999,612.8757
Cheal-C3,678.18,8.5,10.582,2.372,119.74,143.934,0.334,3.073,29.163,17.89,6.005,612.9608
Cheal-C3,678.332,8.5,10.677,2.37,119.529,138.539,0.315,3.056,28.879,17.803,6.108,613.0459
Cheal-C3,678.485,8.5,10.754,2.366,119.589,139.023,0.301,3.03,28.92,18.062,6.103,613.1316
Cheal-C3,678.637,8.5,10.83,2.369,120.41,138.742,0.306,3.036,29.026,18.258,6.211,613.2195
Cheal-C3,678.79,8.5,10.907,2.361,121.044,140.897,0.315,3.073,28.782,18.176,6.209,613.3082
Cheal-C3,678.942,8.5,10.983,2.341,120.821,135.091,0.304,3.107,28.217,17.946,6.247,613.3964
Cheal-C3,679.094,8.5,11.072,2.33,120.498,131.58,0.288,3.125,28.185,18.006,6.402,613.4827
Cheal-C3,679.247,8.5,11.155,2.337,120.096,133.775,0.292,3.126,28.504,18.188,6.563,613.5683
Cheal-C3,679.399,8.5,11.213,2.353,119.897,135.972,0.299,3.128,28.531,18.32,6.727,613.6534
Cheal-C3,679.552,8.5,11.337,2.363,119.801,139.061,0.311,3.146,28.391,18.335,6.898,613.7391
Cheal-C3,679.704,8.5,11.41,2.356,120.307,138.687,0.314,3.168,28.516,18.464,6.95,613.8242
Cheal-C3,679.856,8.5,11.48,2.35,120.864,143.71,0.321,3.183,28.386,18.464,7.182,613.9094
Cheal-C3,680.009,8.5,11.589,2.348,121.472,141.763,0.318,3.182,28.332,18.459,7.32,613.9951
Cheal-C3,680.161,8.5,11.643,2.35,121.997,143.675,0.32,3.163,28.1,18.396,7.451,614.0801
Cheal-C3,680.314,8.5,11.722,2.349,122.512,142.014,0.326,3.144,28.172,18.44,7.585,614.1658
Cheal-C3,680.466,8.5,11.799,2.352,123.149,147.012,0.329,3.124,28.567,18.446,7.659,614.251
Cheal-C3,680.618,8.5,11.882,2.351,122.865,144.279,0.304,3.114,27.847,18.36,7.648,614.3361
Cheal-C3,680.771,8.5,11.968,2.357,122.864,143.302,0.299,3.121,27.367,18.068,7.635,614.4218
Cheal-C3,680.923,8.5,12.044,2.347,122.779,141.362,0.289,3.129,26.97,18.124,7.882,614.5069
Cheal-C3,681.076,8.5,12.124,2.335,122.883,146.297,0.298,3.137,25.361,17.242,7.682,614.591
Cheal-C3,681.228,8.5,12.188,2.323,123.295,149.026,0.299,3.134,26.218,18.038,8.184,614.6731
Cheal-C3,681.38,8.5,12.264,2.318,123.339,149.19,0.314,3.137,26.957,18.488,8.417,614.7552
Cheal-C3,681.533,8.5,12.322,2.313,122.741,146.03,0.326,3.141,26.341,18.237,8.218,614.8385
Cheal-C3,681.685,8.5,12.404,2.313,122.7,145.581,0.348,3.149,26.634,18.477,8.15,614.9236
Cheal-C3,681.838,8.5,12.481,2.318,122.598,150.967,0.313,3.154,26.513,18.434,8.051,615.0093
Cheal-C3,681.99,8.5,12.564,2.324,122.501,152.821,0.314,3.156,26.325,18.243,8.029,615.0944
Cheal-C3,682.142,8.5,12.628,2.321,123.036,156.022,0.303,3.138,25.799,18.085,7.953,615.1795
Cheal-C3,682.295,8.5,12.704,2.316,123.194,151.078,0.332,3.115,25.547,17.936,7.995,615.2652
Cheal-C3,682.447,8.5,12.781,2.312,123.35,150.012,0.317,3.085,25.362,17.923,7.917,615.3503
Cheal-C3,682.6,8.5,12.847,2.312,123.679,146.137,0.31,3.08,25.367,18.118,7.892,615.436
Cheal-C3,682.752,8.5,12.908,2.31,124.009,148.811,0.319,3.088,25.466,18.25,7.804,615.5211
Cheal-C3,682.904,8.5,12.972,2.313,124.059,150.428,0.323,3.099,25.912,18.627,7.784,615.6062
Cheal-C3,683.057,8.5,13.029,2.318,123.76,156.249,0.346,3.113,25.971,18.705,7.819,615.6919
Cheal-C3,683.209,8.5,13.099,2.319,123.668,152.885,0.319,3.125,25.846,18.754,7.902,615.777
Cheal-C3,683.362,8.5,13.173,2.313,123.259,158.225,0.323,3.149,25.343,18.276,7.664,615.8627
Cheal-C3,683.514,8.5,13.239,2.305,123.579,153.717,0.301,3.157,25.586,18.811,7.84,615.9478
Cheal-C3,683.666,8.5,13.297,2.308,124.332,158.998,0.3,3.15,25.284,18.514,7.783,616.033
Cheal-C3,683.819,8.5,13.335,2.309,124.642,150.061,0.313,3.122,25.715,18.917,7.833,616.1187
Cheal-C3,683.971,8.5,13.392,2.317,124.983,153.283,0.351,3.097,26.275,19.606,8.046,616.2037
Cheal-C3,684.124,8.5,13.443,2.318,125.393,148.8,0.344,3.079,26.879,20.063,8.003,616.2894
Cheal-C3,684.276,8.5,13.507,2.318,125.088,146.453,0.324,3.062,27.509,20.576,8.037,616.3746
Cheal-C3,684.428,8.5,13.564,2.317,125.088,147.605,0.328,3.054,27.688,20.811,8.08,616.4597
Cheal-C3,684.581,8.5,13.67,2.313,125.176,153.147,0.319,3.073,27.516,20.697,8.032,616.5438
Cheal-C3,684.733,8.5,13.737,2.316,124.903,160.898,0.319,3.121,25.843,19.433,7.627,616.6259
Cheal-C3,684.886,8.5,13.794,2.315,125.166,156.551,0.309,3.16,24.826,18.852,7.59,616.7084
Cheal-C3,685.038,8.5,13.851,2.315,124.925,155.404,0.303,3.144,23.753,18.452,7.374,616.7913
Cheal-C3,685.19,8.5,13.921,2.313,124.357,158.136,0.296,3.098,25.296,19.61,7.597,616.8764
Cheal-C3,685.343,8.5,13.966,2.311,125.407,157.749,0.289,3.05,25.81,20.068,7.602,616.9621
Cheal-C3,685.495,8.5,14.023,2.308,125.911,159.151,0.308,3.041,26.373,20.466,7.469,617.0472
Cheal-C3,685.648,8.5,14.071,2.304,126.361,150.643,0.316,3.066,26.109,20.28,7.332,617.1329
Cheal-C3,685.8,8.5,14.138,2.306,127.111,152.564,0.314,3.118,25.684,20.211,7.239,617.218
Cheal-C3,685.952,8.5,14.176,2.313,126.779,148.355,0.306,3.152,25.624,20.111,7.192,617.3032
Cheal-C3,686.105,8.5,14.234,2.314,126.329,153.422,0.302,3.151,25.371,19.88,7.035,617.3888
Cheal-C3,686.257,8.5,14.285,2.311,125.867,151.12,0.309,3.134,24.606,19.263,6.833,617.4739
Cheal-C3,686.41,8.5,14.336,2.305,126.719,152.661,0.339,3.123,24.971,19.692,6.884,617.5596
Cheal-C3,686.562,8.5,14.348,2.304,127.099,157.003,0.341,3.122,24.203,19.034,6.611,617.6447
Cheal-C3,686.714,8.5,14.393,2.295,127.882,161.165,0.359,3.122,24.421,19.466,6.635,617.7299
Cheal-C3,686.867,8.5,14.438,2.291,127.942,163.497,0.347,3.143,24.761,19.854,6.683,617.8156
Cheal-C3,687.019,8.5,14.47,2.288,127.182,163.922,0.357,3.167,24.644,19.609,6.41,617.9006
Cheal-C3,687.172,8.5,14.501,2.296,126.635,161.481,0.35,3.174,24.941,19.999,6.713,617.9863
Cheal-C3,687.324,8.5,14.521,2.295,127.016,165.006,0.331,3.163,25.117,20.232,6.756,618.0714
Cheal-C3,687.476,8.5,14.533,2.297,124.161,160.486,0.351,3.158,24.886,20.039,6.663,618.1566
Cheal-C3,687.629,8.5,14.54,2.301,124.385,158.53,0.352,3.17,24.871,19.913,6.712,618.2422
Cheal-C3,687.781,8.5,14.552,2.309,123.759,156.788,0.36,3.184,24.705,19.775,6.677,618.3273
Cheal-C3,687.934,8.5,14.549,2.311,125.177,165.123,0.344,3.176,24.727,19.52,6.614,618.413
Cheal-C3,688.086,8.5,14.549,2.308,121.535,171.693,0.342,3.146,24.035,19.181,6.517,618.4965
Cheal-C3,688.238,8.5,14.54,2.308,121.616,168.208,0.328,3.103,25.771,20.637,6.877,618.5785
Cheal-C3,688.391,8.5,14.521,2.309,123.08,160.415,0.318,3.074,24.363,19.492,6.695,618.6611
Cheal-C3,688.543,8.5,14.501,2.309,122.954,157.906,0.317,3.081,24.429,19.469,6.709,618.7441
Cheal-C3,688.696,8.5,14.444,2.305,127.949,161.178,0.314,3.11,24.946,19.859,6.744,618.8297
Cheal-C3,688.848,8.5,14.406,2.306,123.978,165.736,0.318,3.142,24.627,19.533,6.733,618.9149
Cheal-C3,689,8.5,14.368,2.307,124.188,166.59,0.309,3.164,24.542,19.508,6.777,619
Cheal-C3,689.153,8.5,14.348,2.306,124.923,169.642,0.313,3.187,24.154,19.115,6.771,619.0857
Cheal-C3,689.305,8.5,14.301,2.301,125.517,166.196,0.314,3.203,23.066,18.292,6.453,619.1708
Cheal-C3,689.458,8.5,14.234,2.298,127.361,169.954,0.319,3.201,24.779,19.622,6.807,619.2565
Cheal-C3,689.61,8.5,14.189,2.297,126.187,161.306,0.317,3.184,24.595,19.397,6.846,619.3416
Cheal-C3,689.762,8.5,14.164,2.301,126.348,162.391,0.324,3.17,24.364,19.237,6.788,619.4268
Cheal-C3,689.915,8.5,14.138,2.304,127.407,149.587,0.324,3.167,24.735,19.529,6.88,619.5124
Cheal-C3,690.067,8.5,14.106,2.306,128.501,154.13,0.317,3.17,25.297,20.127,7.168,619.5975
Cheal-C3,690.22,8.5,14.062,2.306,129.504,150.309,0.33,3.158,24.303,19.119,7.072,619.6832
Cheal-C3,690.372,8.5,13.998,2.306,129.823,164,0.331,3.143,24.295,19.022,7.068,619.7683
Cheal-C3,690.524,8.5,13.956,2.313,129.037,161.532,0.342,3.132,25.135,19.709,7.254,619.8535
Cheal-C3,690.677,8.5,13.947,2.326,126.817,164.969,0.318,3.143,26.01,20.448,7.471,619.9391
Cheal-C3,690.829,8.5,13.864,2.341,124.847,162.308,0.294,3.146,24.954,19.837,7.528,620.0242
Cheal-C3,690.982,8.5,13.87,2.357,122.916,163.687,0.297,3.147,24.627,19.743,7.719,620.1099
