wellName,datasetName,DEPT,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TVD
Cheal-B8,Clean,669.036,8.5,9.317,2.306,0.026,117.475,96.976,0.358,2.981,15.078,11.319,6.232,-65.117,639.7224
Cheal-B8,Clean,669.188,8.5,9.282,2.303,0.023,117.302,98.528,0.346,3.001,15.097,11.305,6.288,-68.738,639.8592
Cheal-B8,Clean,669.341,8.5,9.282,2.305,0.027,117.311,101.751,0.336,3.037,15.352,11.47,6.364,-72.523,639.9969
Cheal-B8,Clean,669.493,8.5,9.274,2.309,0.032,117.575,104.571,0.322,3.079,16.227,12.06,6.549,-76.458,640.1337
Cheal-B8,Clean,669.646,8.5,9.247,2.31,0.032,117.615,106.839,0.32,3.094,16.929,12.469,6.437,-81.521,640.2744
Cheal-B8,Clean,669.798,8.5,9.247,2.311,0.027,117.486,106.525,0.311,3.074,15.942,11.65,6.055,-86.404,640.4141
Cheal-B8,Clean,669.95,8.5,9.259,2.306,0.018,116.917,111.778,0.33,3.03,15.283,11.09,5.775,-91.208,640.554
Cheal-B8,Clean,670.103,8.5,9.197,2.298,0.013,116.199,113.807,0.307,3.019,15.242,10.967,5.539,-96.563,640.6927
Cheal-B8,Clean,670.255,8.5,9.136,2.291,0.011,115.496,111.733,0.322,3.023,15.394,10.99,5.319,-105.113,640.8295
Cheal-B8,Clean,670.408,8.5,9.097,2.291,0.01,115.296,109.465,0.303,3.01,15.8,11.171,5.135,-116.425,640.9672
Cheal-B8,Clean,670.56,8.5,9.097,2.296,0.011,115.369,105.011,0.325,2.984,15.789,11.088,4.876,-129.422,641.104
Cheal-B8,Clean,670.712,8.5,9.109,2.3,0.015,115.253,107.279,0.33,2.982,15.056,10.541,4.511,-126.842,641.2408
Cheal-B8,Clean,670.865,8.5,9.089,2.304,0.017,115.137,106.205,0.337,3.016,14.778,10.351,4.342,-123.471,641.3785
Cheal-B8,Clean,671.017,8.5,9.043,2.315,0.019,114.646,114.001,0.344,3.043,14.939,10.513,4.329,-84.25,641.5156
Cheal-B8,Clean,671.17,8.5,9.012,2.321,0.016,113.781,114.143,0.326,3.044,14.757,10.463,4.29,-85.762,641.6564
Cheal-B8,Clean,671.322,8.5,8.97,2.33,0.016,113.64,116.769,0.332,3.042,14.953,10.611,4.316,-94.096,641.7963
Cheal-B8,Clean,671.474,8.5,8.901,2.327,0.014,114.258,114.859,0.315,3.055,15.526,10.981,4.378,-108.699,641.9361
Cheal-B8,Clean,671.627,8.5,8.827,2.321,0.011,116.047,112.688,0.317,3.043,15.225,10.751,4.309,-62.158,642.0743
Cheal-B8,Clean,671.779,8.5,8.82,2.309,0.005,117.057,112.606,0.351,3.001,14.349,10.139,4.237,-5.225,642.2111
Cheal-B8,Clean,671.932,8.5,8.796,2.295,-0.001,118.878,108.428,0.37,2.979,13.527,9.584,4.313,-1.625,642.3488
Cheal-B8,Clean,672.084,8.5,8.773,2.284,-0.004,119.027,110.099,0.385,2.983,11.906,8.443,4.02,-2.227,642.4856
Cheal-B8,Clean,672.236,8.5,8.623,2.282,-0.004,118.907,110.323,0.369,2.985,10.803,7.645,3.711,-4.733,642.6224
Cheal-B8,Clean,672.389,8.5,8.689,2.288,-0.002,119.286,115.098,0.362,2.972,12.956,9.046,4.198,-6.088,642.7601
Cheal-B8,Clean,672.541,8.5,8.712,2.298,0,118.869,117.366,0.363,2.944,14.028,9.73,4.389,-7.129,642.8977
Cheal-B8,Clean,672.694,8.5,8.727,2.307,0.004,118.908,118.656,0.35,2.969,14.098,9.769,4.303,-8.328,643.0385
Cheal-B8,Clean,672.846,8.5,8.762,2.312,0.008,118.743,116.65,0.375,3,14.032,9.755,4.19,-9.363,643.1783
Cheal-B8,Clean,672.998,8.5,8.785,2.311,0.01,118.802,118.44,0.392,3.037,14.352,9.89,4.15,-10.712,643.3182
Cheal-B8,Clean,673.151,8.5,8.827,2.305,0.008,118.823,117.366,0.391,3.037,14.594,9.986,4.179,-11.525,643.4559
Cheal-B8,Clean,673.303,8.5,8.843,2.303,0.007,118.791,118.896,0.373,3.037,14.446,9.826,4.209,-12.184,643.5927
Cheal-B8,Clean,673.456,8.5,8.812,2.301,0.007,119.034,120.806,0.36,3.075,14.291,9.63,4.232,-12.762,643.7304
Cheal-B8,Clean,673.608,8.5,8.796,2.295,0.007,119.313,119.806,0.348,3.123,13.991,9.441,4.251,-13.267,643.8672
Cheal-B8,Clean,673.76,8.5,8.75,2.291,0.006,119.353,119.448,0.351,3.146,13.364,9.047,4.106,-13.906,644.004
Cheal-B8,Clean,673.913,8.5,8.727,2.291,0.005,119.48,114.434,0.355,3.126,13.282,8.964,4.043,-14.508,644.1417
Cheal-B8,Clean,674.065,8.5,8.804,2.294,0.004,119.601,115.314,0.353,3.093,14.142,9.465,4.222,-15.646,644.2798
Cheal-B8,Clean,674.218,8.5,8.889,2.293,0.003,119.358,118.299,0.343,3.06,14.234,9.475,4.25,-16.712,644.4205
Cheal-B8,Clean,674.37,8.5,8.901,2.296,0.003,119.249,117.731,0.33,3.061,13.851,9.198,4.177,-17.84,644.5604
Cheal-B8,Clean,674.522,8.5,8.912,2.299,0.004,119.584,117.851,0.356,3.061,14.601,9.599,4.286,-16.288,644.6998
Cheal-B8,Clean,674.675,8.5,8.989,2.298,0.005,119.887,113.315,0.364,3.041,15.314,9.94,4.307,-14.346,644.8375
Cheal-B8,Clean,674.827,8.5,9.059,2.289,0.004,120.151,113.091,0.371,2.998,15.318,9.861,4.197,-13.933,644.9743
Cheal-B8,Clean,674.98,8.5,9.22,2.283,0.002,120.445,112.971,0.354,2.957,15.387,9.876,4.235,-11.488,645.112
Cheal-B8,Clean,675.132,8.5,9.201,2.28,0.001,120.553,114.524,0.353,2.967,15.163,9.708,4.218,-11.953,645.2488
Cheal-B8,Clean,675.284,8.5,9.19,2.277,0,120.305,115.792,0.36,3.013,14.888,9.534,4.145,-12.171,645.3856
Cheal-B8,Clean,675.437,8.5,9.19,2.277,-0.003,119.949,116.508,0.362,3.06,15.019,9.632,4.186,-12.196,645.5233
Cheal-B8,Clean,675.589,8.5,9.012,2.285,-0.003,119.628,121.283,0.374,3.074,14.562,9.367,4.124,-12.793,645.6601
Cheal-B8,Clean,675.742,8.5,8.935,2.297,-0.002,119.682,118.672,0.359,3.062,14.413,9.32,4.078,-13.196,645.7979
Cheal-B8,Clean,675.894,8.5,8.866,2.301,-0.001,119.172,119.507,0.355,3.058,13.956,9.071,3.964,-13.592,645.9346
Cheal-B8,Clean,676.046,8.5,8.843,2.299,-0.002,118.854,115.21,0.36,3.053,13.832,8.99,3.934,-13.918,646.0723
Cheal-B8,Clean,676.199,8.5,8.82,2.3,-0.002,118.675,119.97,0.363,3.014,14.648,9.485,4.134,-14.288,646.2131
Cheal-B8,Clean,676.351,8.5,8.75,2.305,0,118.118,116.985,0.374,2.987,15.364,9.886,4.247,-14.525,646.3529
Cheal-B8,Clean,676.504,8.5,8.789,2.311,0.003,118.069,114.777,0.36,2.996,16.188,10.366,4.328,-14.906,646.4936
Cheal-B8,Clean,676.656,8.5,8.796,2.315,0.006,118.526,114.658,0.363,3.041,16.987,10.889,4.385,-15.367,646.6304
Cheal-B8,Clean,676.808,8.5,8.831,2.313,0.007,118.862,114.419,0.369,3.074,17.508,11.321,4.495,-15.438,646.7672
Cheal-B8,Clean,676.961,8.5,8.773,2.311,0.006,118.713,114.195,0.385,3.085,17.493,11.474,4.544,-15.354,646.9049
Cheal-B8,Clean,677.113,8.5,8.75,2.311,0.007,118.508,108.823,0.403,3.091,17.438,11.608,4.549,-15.324,647.0417
Cheal-B8,Clean,677.266,8.5,8.681,2.318,0.007,118.035,113.599,0.394,3.083,16.882,11.405,4.523,-15.229,647.1794
Cheal-B8,Clean,677.418,8.5,8.658,2.321,0.006,117.039,114.046,0.391,3.049,15.902,10.997,4.556,-15.7,647.3162
Cheal-B8,Clean,677.57,8.5,8.642,2.318,0.003,116.339,118.463,0.362,3.011,15.537,10.918,4.604,-16.371,647.453
Cheal-B8,Clean,677.723,8.5,8.635,2.319,0.003,116.315,111.121,0.357,3.003,14.256,10.097,4.364,-16.852,647.5907
Cheal-B8,Clean,677.875,8.5,8.704,2.321,0.003,116.647,110.36,0.362,3.024,13.751,9.817,4.405,-18.158,647.7275
Cheal-B8,Clean,678.028,8.5,8.696,2.326,0.003,116.92,111.077,0.356,3.044,14.379,10.349,4.832,-20.039,647.8658
Cheal-B8,Clean,678.18,8.5,8.727,2.338,0.003,115.465,110.293,0.357,3.07,15.194,10.895,5.221,-21.679,648.0056
Cheal-B8,Clean,678.332,8.5,8.743,2.357,0.004,109.55,106.473,0.339,3.134,17.593,12.45,5.791,-22.558,648.1454
Cheal-B8,Clean,678.485,8.5,8.766,2.391,0.006,102.554,93.7,0.331,3.275,20.434,14.298,6.509,-23.875,648.2862
Cheal-B8,Clean,678.637,8.5,8.762,2.427,0.007,92.658,82.248,0.27,3.446,20.98,14.688,7.199,-24.925,648.4233
Cheal-B8,Clean,678.79,8.5,8.689,2.454,0.005,88.756,71.944,0.226,3.583,28.545,19.88,9.815,-26.479,648.561
Cheal-B8,Clean,678.942,8.5,8.6,2.47,0.001,85.088,65.737,0.193,3.652,29.211,19.732,10.466,-27.902,648.6978
Cheal-B8,Clean,679.094,8.5,8.612,2.477,-0.003,82.758,62.865,0.183,3.689,24.956,16.621,9.374,-24.496,648.8346
Cheal-B8,Clean,679.247,8.5,8.612,2.489,-0.006,81.759,58.485,0.183,3.758,30.392,19.574,10.947,-23.355,648.9723
Cheal-B8,Clean,679.399,8.5,8.604,2.5,-0.007,77.881,57.172,0.183,3.813,35.761,22.282,12.464,-21.317,649.1091
Cheal-B8,Clean,679.552,8.5,8.55,2.515,-0.005,75.055,56.464,0.175,3.817,39.657,24.059,13.095,-21.371,649.2468
Cheal-B8,Clean,679.704,8.5,8.473,2.526,-0.003,74.018,56.702,0.151,3.801,45.582,27.572,14.639,-21.625,649.3836
Cheal-B8,Clean,679.856,8.5,8.473,2.537,0,72.532,54.315,0.136,3.763,45.783,27.896,15.142,-21.587,649.5204
Cheal-B8,Clean,680.009,8.5,8.411,2.527,0.001,72.301,53.36,0.125,3.761,47.413,29.424,15.572,-21.867,649.6583
Cheal-B8,Clean,680.161,8.5,8.388,2.515,0.001,73.462,50.898,0.119,3.732,47.628,30.241,15.185,-22.054,649.7982
Cheal-B8,Clean,680.314,8.5,8.38,2.492,-0.003,74.001,48.152,0.117,3.755,47.391,29.954,14.993,-21.608,649.9389
Cheal-B8,Clean,680.466,8.5,8.38,2.499,0.003,72.904,48.92,0.119,3.734,56.957,35.894,18.008,-21.355,650.0787
Cheal-B8,Clean,680.618,8.5,8.265,2.519,0.017,70.852,51.979,0.118,3.697,44.073,28.478,16.237,-21.254,650.2162
Cheal-B8,Clean,680.771,8.5,8.257,2.539,0.036,71.293,54.964,0.125,3.602,36.769,23.983,15.462,-20.858,650.3539
Cheal-B8,Clean,680.923,8.5,8.311,2.533,0.042,79.347,58.545,0.139,3.503,36.756,23.771,15.987,-20.816,650.4907
Cheal-B8,Clean,681.076,8.5,8.346,2.507,0.03,80.429,60.932,0.172,3.421,33.061,20.792,13.859,-20.813,650.6284
Cheal-B8,Clean,681.228,8.5,8.323,2.489,0.012,82.195,61.291,0.197,3.462,32.752,20.527,13.068,-20.929,650.7652
Cheal-B8,Clean,681.38,8.5,8.334,2.491,-0.002,81.448,54.688,0.18,3.624,61.955,37.526,21.016,-20.879,650.902
Cheal-B8,Clean,681.533,8.5,8.357,2.503,-0.006,75.538,49.793,0.164,3.833,59.333,35.706,20.941,-20.571,651.0397
Cheal-B8,Clean,681.685,8.5,8.365,2.513,-0.006,75.404,49.674,0.157,3.95,46.981,29.486,17.248,-20.785,651.1765
Cheal-B8,Clean,681.838,8.5,8.403,2.511,-0.006,74.159,49.674,0.158,3.985,42.754,27.686,15.735,-21.192,651.3142
Cheal-B8,Clean,681.99,8.5,8.403,2.505,-0.006,74.542,51.107,0.162,3.946,39.694,26.36,14.68,-21.171,651.451
Cheal-B8,Clean,682.142,8.5,8.38,2.472,-0.006,85.299,52.659,0.176,3.844,56.781,36.73,17.297,-21.027,651.5906
Cheal-B8,Clean,682.295,8.5,8.411,2.414,-0.007,94.939,63.738,0.226,3.615,25.488,16.157,6.977,-21.708,651.7314
Cheal-B8,Clean,682.447,8.5,8.396,2.35,-0.006,105.607,79.018,0.277,3.304,18.605,11.9,5.265,-22.7,651.8712
